  # energy grid [eV]     epsr     epsi
       0.001000       6.548442       0.000031
       0.031029       6.548593       0.000977
       0.061058       6.549028       0.001924
       0.091087       6.549747       0.002871
       0.121116       6.550749       0.003819
       0.151145       6.552037       0.004769
       0.181174       6.553609       0.005721
       0.211203       6.555467       0.006676
       0.241232       6.557612       0.007634
       0.271261       6.560045       0.008595
       0.301290       6.562766       0.009560
       0.331319       6.565777       0.010530
       0.361348       6.569080       0.011504
       0.391377       6.572675       0.012484
       0.421406       6.576565       0.013469
       0.451435       6.580751       0.014461
       0.481464       6.585236       0.015459
       0.511493       6.590020       0.016464
       0.541523       6.595108       0.017477
       0.571552       6.600500       0.018499
       0.601581       6.606199       0.019529
       0.631610       6.612208       0.020568
       0.661639       6.618531       0.021617
       0.691668       6.625169       0.022676
       0.721697       6.632126       0.023747
       0.751726       6.639406       0.024829
       0.781755       6.647012       0.025923
       0.811784       6.654948       0.027030
       0.841813       6.663218       0.028151
       0.871842       6.671825       0.029285
       0.901871       6.680774       0.030435
       0.931900       6.690070       0.031600
       0.961929       6.699718       0.032781
       0.991958       6.709722       0.033979
       1.021987       6.720087       0.035196
       1.052016       6.730820       0.036430
       1.082045       6.741925       0.037685
       1.112074       6.753409       0.038960
       1.142103       6.765278       0.040256
       1.172132       6.777539       0.041575
       1.202161       6.790198       0.042916
       1.232190       6.803262       0.044283
       1.262219       6.816739       0.045674
       1.292248       6.830637       0.047093
       1.322277       6.844963       0.048539
       1.352306       6.859727       0.050014
       1.382335       6.874936       0.051520
       1.412364       6.890601       0.053057
       1.442393       6.906731       0.054627
       1.472422       6.923335       0.056232
       1.502451       6.940426       0.057873
       1.532480       6.958013       0.059553
       1.562510       6.976108       0.061271
       1.592539       6.994723       0.063032
       1.622568       7.013871       0.064835
       1.652597       7.033565       0.066684
       1.682626       7.053819       0.068581
       1.712655       7.074647       0.070527
       1.742684       7.096065       0.072526
       1.772713       7.118089       0.074579
       1.802742       7.140734       0.076690
       1.832771       7.164019       0.078861
       1.862800       7.187962       0.081096
       1.892829       7.212582       0.083397
       1.922858       7.237900       0.085768
       1.952887       7.263936       0.088212
       1.982916       7.290714       0.090734
       2.012945       7.318256       0.093338
       2.042974       7.346588       0.096027
       2.073003       7.375735       0.098807
       2.103032       7.405726       0.101683
       2.133061       7.436589       0.104660
       2.163090       7.468355       0.107744
       2.193119       7.501057       0.110941
       2.223148       7.534730       0.114258
       2.253177       7.569408       0.117702
       2.283206       7.605132       0.121281
       2.313235       7.641942       0.125003
       2.343264       7.679882       0.128877
       2.373293       7.718998       0.132914
       2.403322       7.759339       0.137123
       2.433351       7.800958       0.141517
       2.463380       7.843911       0.146109
