# Raman tensor in 10^(-30) Cm^2/V
# mode: 38   phonon freq: 1204.371325
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
0.00000+0.00000j 0.000e+00+0.000e+00j -0.000e+00-0.000e+00j -0.000e+00-0.000e+00j 6.466e-310+6.466e-310j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
0.00951+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.992e+01+0.000e+00j 4.918e+01+0.000e+00j 5.840e+01+0.000e+00j
0.01902+0.00000j 1.244e+00+0.000e+00j 0.000e+00+0.000e+00j 4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.992e+01+0.000e+00j 4.921e+01+0.000e+00j 5.795e+01+0.000e+00j
0.02852+0.00000j 0.000e+00-1.136e-05j 0.000e+00+0.000e+00j 4.978e+00-4.544e-05j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.992e+01+0.000e+00j 4.930e+01+0.000e+00j 5.765e+01+0.000e+00j
0.03803+0.00000j 0.000e+00-6.536e-03j 0.000e+00+0.000e+00j 3.726e+00-2.614e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.992e+01+0.000e+00j 4.908e+01+0.000e+00j 5.708e+01+0.000e+00j
0.04754+0.00000j 0.000e+00-8.721e-03j 0.000e+00+0.000e+00j 2.473e+00-5.215e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.992e+01+0.000e+00j 4.892e+01+0.000e+00j 5.667e+01+0.000e+00j
0.05705+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.477e+00-2.624e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.992e+01+0.000e+00j 4.892e+01+0.000e+00j 5.667e+01+0.000e+00j
0.06656+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.490e+00-1.382e-04j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.992e+01+0.000e+00j 4.893e+01+0.000e+00j 5.668e+01+0.000e+00j
0.07607+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.710e+00-3.245e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.992e+01+0.000e+00j 4.908e+01+0.000e+00j 5.708e+01+0.000e+00j
0.08557+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.937e+00-6.507e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.992e+01+0.000e+00j 4.930e+01+0.000e+00j 5.763e+01+0.000e+00j
