# Raman tensor in 10^(-30) Cm^2/V
# mode: 29   phonon freq: 1348.057284
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
0.00000+0.00000j 0.000e+00+0.000e+00j -0.000e+00-0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
0.00951+0.00000j 9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 1.818e+02+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.503e+02+0.000e+00j 4.540e+02+0.000e+00j
0.01901+0.00000j 9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 1.805e+02+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.486e+02+0.000e+00j 4.510e+02+0.000e+00j
0.02852+0.00000j 9.961e+00+8.168e-06j 0.000e+00+0.000e+00j 1.793e+02+3.267e-05j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.468e+02+0.000e+00j 4.479e+02+0.000e+00j
0.03802+0.00000j 9.961e+00+6.531e-03j 0.000e+00+0.000e+00j 1.793e+02+2.612e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.468e+02+0.000e+00j 4.479e+02+0.000e+00j
0.04753+0.00000j 9.961e+00+9.934e-03j 0.000e+00+0.000e+00j 1.793e+02+5.534e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.468e+02+0.000e+00j 4.480e+02+0.000e+00j
0.05704+0.00000j 9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 1.793e+02+1.301e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.469e+02+0.000e+00j 4.480e+02+0.000e+00j
0.06654+0.00000j 9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 1.793e+02+2.543e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.469e+02+0.000e+00j 4.480e+02+0.000e+00j
0.07605+0.00000j 9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 1.806e+02+2.516e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.486e+02+0.000e+00j 4.510e+02+0.000e+00j
0.08555+0.00000j 9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 1.818e+02+2.490e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.504e+02+0.000e+00j 4.540e+02+0.000e+00j
0.09506+0.00000j 9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 1.818e+02+2.490e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.504e+02+0.000e+00j 4.540e+02+0.000e+00j
0.10457+0.00000j 9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 1.818e+02+2.490e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.504e+02+0.000e+00j 4.540e+02+0.000e+00j
0.11407+0.00000j 9.967e+00+6.495e-03j 0.000e+00+0.000e+00j 1.818e+02+2.516e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.504e+02+0.000e+00j 4.541e+02+0.000e+00j
0.12358+0.00000j 9.974e+00+1.302e-02j 0.000e+00+0.000e+00j 1.818e+02+2.542e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.504e+02+0.000e+00j 4.542e+02+0.000e+00j
0.13308+0.00000j 9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 1.819e+02+3.785e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.505e+02+0.000e+00j 4.543e+02+0.000e+00j
0.14259+0.00000j 9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 1.819e+02+5.031e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.505e+02+0.000e+00j 4.543e+02+0.000e+00j
0.15210+0.00000j 9.961e+00+0.000e+00j -1.231e+00+0.000e+00j 1.819e+02+3.802e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.515e+02+0.000e+00j 4.533e+02+0.000e+00j
