# Raman tensor in 10^(-30) Cm^2/V
# mode: 19   phonon freq: 1529.395679
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
0.00000+0.00000j 9.944e-01+9.944e-01j -0.000e+00-0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.989e+00+0.000e+00j 3.445e+00+0.000e+00j
0.00951+0.00000j -2.490e+01+0.000e+00j 0.000e+00+0.000e+00j -9.712e+01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.236e+02+0.000e+00j 2.646e+02+0.000e+00j
0.01901+0.00000j -2.490e+01+0.000e+00j 0.000e+00+0.000e+00j -9.712e+01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.236e+02+0.000e+00j 2.646e+02+0.000e+00j
0.02852+0.00000j -2.490e+01+0.000e+00j 0.000e+00+0.000e+00j -9.712e+01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.236e+02+0.000e+00j 2.646e+02+0.000e+00j
0.03803+0.00000j -2.490e+01+0.000e+00j 0.000e+00+0.000e+00j -9.712e+01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.236e+02+0.000e+00j 2.646e+02+0.000e+00j
0.04754+0.00000j -2.490e+01+0.000e+00j 0.000e+00+0.000e+00j -9.712e+01-3.899e-03j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.236e+02+0.000e+00j 2.646e+02+0.000e+00j
0.05704+0.00000j -2.490e+01+0.000e+00j 0.000e+00+0.000e+00j -9.712e+01-1.243e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.236e+02+0.000e+00j 2.646e+02+0.000e+00j
0.06655+0.00000j -2.490e+01+0.000e+00j 0.000e+00+0.000e+00j -9.712e+01-2.483e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.236e+02+0.000e+00j 2.646e+02+0.000e+00j
0.07606+0.00000j -2.490e+01+0.000e+00j 0.000e+00+0.000e+00j -9.712e+01-2.490e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.236e+02+0.000e+00j 2.646e+02+0.000e+00j
0.08557+0.00000j -2.490e+01+0.000e+00j 0.000e+00+0.000e+00j -9.712e+01-2.490e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.236e+02+0.000e+00j 2.646e+02+0.000e+00j
0.09507+0.00000j -2.614e+01+0.000e+00j 0.000e+00+0.000e+00j -9.836e+01-2.490e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.248e+02+0.000e+00j 2.692e+02+0.000e+00j
