# Raman tensor in 10^(-30) Cm^2/V
# mode: 59   phonon freq: 805.321909
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
0.00000+0.00000j 0.000e+00+0.000e+00j -0.000e+00-0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
0.00951+0.00000j 1.245e+01+0.000e+00j 2.490e+00+0.000e+00j 4.980e+01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.110e+01+0.000e+00j 1.377e+02+0.000e+00j
0.01901+0.00000j 1.245e+01+0.000e+00j 2.490e+00+0.000e+00j 4.980e+01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.110e+01+0.000e+00j 1.377e+02+0.000e+00j
0.02852+0.00000j 1.245e+01+7.928e-06j 2.490e+00+0.000e+00j 4.980e+01+3.171e-05j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.110e+01+0.000e+00j 1.377e+02+0.000e+00j
0.03802+0.00000j 1.245e+01+6.531e-03j 2.490e+00+0.000e+00j 4.857e+01+2.612e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.939e+01+0.000e+00j 1.347e+02+0.000e+00j
0.04753+0.00000j 1.245e+01+1.003e-02j 2.490e+00+0.000e+00j 4.734e+01+5.222e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.769e+01+0.000e+00j 1.318e+02+0.000e+00j
0.05703+0.00000j 1.245e+01+0.000e+00j 2.490e+00+0.000e+00j 4.734e+01+5.243e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.769e+01+0.000e+00j 1.318e+02+0.000e+00j
0.06654+0.00000j 1.245e+01+0.000e+00j 2.490e+00+0.000e+00j 4.735e+01+5.685e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.770e+01+0.000e+00j 1.318e+02+0.000e+00j
0.07605+0.00000j 1.245e+01+0.000e+00j 2.490e+00+0.000e+00j 4.857e+01+1.270e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.942e+01+0.000e+00j 1.348e+02+0.000e+00j
0.08555+0.00000j 1.245e+01+0.000e+00j 2.490e+00+0.000e+00j 4.980e+01+2.483e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.119e+01+0.000e+00j 1.378e+02+0.000e+00j
0.09506+0.00000j 1.245e+01+0.000e+00j 2.490e+00+0.000e+00j 4.980e+01+1.251e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.113e+01+0.000e+00j 1.377e+02+0.000e+00j
0.10456+0.00000j 1.245e+01+0.000e+00j 2.490e+00+0.000e+00j 4.980e+01+5.536e-03j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.110e+01+0.000e+00j 1.377e+02+0.000e+00j
0.11407+0.00000j 1.245e+01+6.494e-03j 2.490e+00+0.000e+00j 4.983e+01+2.598e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.114e+01+0.000e+00j 1.377e+02+0.000e+00j
0.12358+0.00000j 1.245e+01+1.302e-02j 2.490e+00+0.000e+00j 4.986e+01+5.207e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.117e+01+0.000e+00j 1.378e+02+0.000e+00j
0.13308+0.00000j 1.245e+01+0.000e+00j 2.490e+00+0.000e+00j 4.987e+01+5.243e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.119e+01+0.000e+00j 1.378e+02+0.000e+00j
0.14259+0.00000j 1.245e+01+0.000e+00j 2.490e+00+0.000e+00j 4.987e+01+5.243e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.119e+01+0.000e+00j 1.378e+02+0.000e+00j
0.15209+0.00000j 1.246e+01+0.000e+00j 2.490e+00+0.000e+00j 4.988e+01+1.296e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.123e+01+0.000e+00j 1.379e+02+0.000e+00j
0.16160+0.00000j 1.246e+01+0.000e+00j 2.490e+00+0.000e+00j 4.988e+01+2.542e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.131e+01+0.000e+00j 1.380e+02+0.000e+00j
0.17110+0.00000j 1.245e+01+0.000e+00j 2.490e+00+0.000e+00j 4.990e+01+1.311e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.125e+01+0.000e+00j 1.379e+02+0.000e+00j
0.18061+0.00000j 1.245e+01+5.184e-04j 2.490e+00+0.000e+00j 4.990e+01+6.500e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.123e+01+0.000e+00j 1.379e+02+0.000e+00j
0.19012+0.00000j 1.369e+01+1.304e-02j 2.490e+00+0.000e+00j 4.990e+01+5.215e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.069e+01+0.000e+00j 1.395e+02+0.000e+00j
0.19962+0.00000j 1.493e+01+1.304e-02j 2.490e+00+0.000e+00j 4.990e+01+5.215e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.021e+01+0.000e+00j 1.412e+02+0.000e+00j
0.20913+0.00000j 1.372e+01+0.000e+00j 2.490e+00+0.000e+00j 4.991e+01+1.287e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.073e+01+0.000e+00j 1.396e+02+0.000e+00j
0.21863+0.00000j 1.247e+01+0.000e+00j 2.490e+00+0.000e+00j 4.991e+01+2.533e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.134e+01+0.000e+00j 1.381e+02+0.000e+00j
0.22814+0.00000j 1.246e+01+0.000e+00j 2.490e+00+0.000e+00j 5.116e+01+1.319e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.300e+01+0.000e+00j 1.410e+02+0.000e+00j
0.23764+0.00000j 1.246e+01+0.000e+00j 2.490e+00+0.000e+00j 5.240e+01+7.358e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.470e+01+0.000e+00j 1.439e+02+0.000e+00j
0.24715+0.00000j 1.245e+01+1.311e-02j 2.490e+00+0.000e+00j 5.243e+01+1.290e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.476e+01+0.000e+00j 1.440e+02+0.000e+00j
