# Raman tensor in 10^(-30) Cm^2/V
# mode: 44   phonon freq: 1109.84106
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
0.00000+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
0.00951+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.01902+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.02853+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.03803+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.04754+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.05705+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.06656+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.07607+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.240e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.055e+01+0.000e+00j 3.535e+01+0.000e+00j
0.08558+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.486e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.070e+01+0.000e+00j 3.574e+01+0.000e+00j
0.09509+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.248e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.055e+01+0.000e+00j 3.535e+01+0.000e+00j
0.10459+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.832e-03+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.11410+0.00000j 1.244e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.055e+01+0.000e+00j 3.535e+01+0.000e+00j
0.12361+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 4.206e-04+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.070e+01+0.000e+00j 3.574e+01+0.000e+00j
0.13312+0.00000j 1.250e+00+0.000e+00j 0.000e+00+0.000e+00j 1.240e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.055e+01+0.000e+00j 3.557e+01+0.000e+00j
0.14263+0.00000j 1.037e-02+0.000e+00j 0.000e+00+0.000e+00j 2.480e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.070e+01+0.000e+00j 3.574e+01+0.000e+00j
0.15214+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.254e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.055e+01+0.000e+00j 3.535e+01+0.000e+00j
0.16165+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 8.174e-03+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.17115+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.18066+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.19017+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.240e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.055e+01+0.000e+00j 3.535e+01+0.000e+00j
0.19968+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.487e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.070e+01+0.000e+00j 3.574e+01+0.000e+00j
0.20919+0.00000j -6.506e-03+0.000e+00j 0.000e+00+0.000e+00j 1.196e+00-3.253e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.055e+01+0.000e+00j 3.534e+01+0.000e+00j
0.21870+0.00000j -1.303e-02+0.000e+00j 0.000e+00+0.000e+00j -1.028e-01-6.515e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.22821+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -5.930e-02-2.636e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.23772+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -5.777e-04-2.568e-04j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.24722+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.25673+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.26624+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.27575+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.28526+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -7.781e-02-3.242e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.29477+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.561e-01-6.505e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.30428+0.00000j -6.610e-03+0.000e+00j 0.000e+00+0.000e+00j -7.933e-02-3.305e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.31378+0.00000j -8.559e-05+0.000e+00j 0.000e+00+0.000e+00j -1.027e-03-4.280e-04j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.32329+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.33280+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.34231+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.35182+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.36133+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.234e+00+1.234e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.060e+01+0.000e+00j 3.548e+01+0.000e+00j
0.37084+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.481e+00+2.481e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.090e+01+0.000e+00j 3.625e+01+0.000e+00j
0.38034+0.00000j -6.475e-03-6.475e-03j 0.000e+00+0.000e+00j 1.150e+00+1.221e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.059e+01+0.000e+00j 3.546e+01+0.000e+00j
0.38985+0.00000j -1.300e-02-1.300e-02j 0.000e+00+0.000e+00j -2.007e-01-5.767e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.39936+0.00000j -6.620e-03+0.000e+00j 0.000e+00+0.000e+00j -1.125e-01-3.310e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.40887+0.00000j -9.518e-05+0.000e+00j 0.000e+00+0.000e+00j -1.618e-03-4.759e-04j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.245e+01+0.000e+00j 3.050e+01+0.000e+00j 3.522e+01+0.000e+00j
0.41838+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.368e+01+0.000e+00j 3.351e+01+0.000e+00j 3.869e+01+0.000e+00j
0.42789+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.493e+01+0.000e+00j 3.656e+01+0.000e+00j 4.222e+01+0.000e+00j
0.43740+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.226e+01+0.000e+00j
0.44690+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.226e+01+0.000e+00j
0.45641+0.00000j -1.291e-02-6.453e-03j 0.000e+00+0.000e+00j 1.097e+00-3.872e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.663e+01+0.000e+00j 4.235e+01+0.000e+00j
0.46592+0.00000j -2.596e-02-1.298e-02j 0.000e+00+0.000e+00j 2.206e+00-7.787e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.673e+01+0.000e+00j 4.260e+01+0.000e+00j
0.47543+0.00000j -1.311e-02+0.000e+00j 0.000e+00+0.000e+00j 9.802e-01-7.864e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.663e+01+0.000e+00j 4.233e+01+0.000e+00j
0.48494+0.00000j -1.311e-02+0.000e+00j 0.000e+00+0.000e+00j -2.661e-01-7.864e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.227e+01+0.000e+00j
0.49445+0.00000j -6.630e-03+0.000e+00j -6.630e-03+0.000e+00j 1.078e+00-3.978e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.663e+01+0.000e+00j 4.234e+01+0.000e+00j
0.50396+0.00000j -1.048e-04+0.000e+00j -1.048e-04+0.000e+00j 2.468e+00-6.287e-04j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.676e+01+0.000e+00j 4.269e+01+0.000e+00j
0.51346+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.677e+01+0.000e+00j 4.270e+01+0.000e+00j
0.52297+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.677e+01+0.000e+00j 4.270e+01+0.000e+00j
0.53248+0.00000j -6.432e-03+0.000e+00j 0.000e+00+0.000e+00j 2.329e+00-4.502e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.675e+01+0.000e+00j 4.264e+01+0.000e+00j
0.54199+0.00000j -1.296e-02+0.000e+00j 0.000e+00+0.000e+00j 2.166e+00-9.070e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.673e+01+0.000e+00j 4.259e+01+0.000e+00j
0.55150+0.00000j -2.621e-02+0.000e+00j 0.000e+00+0.000e+00j 9.187e-01-7.864e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.662e+01+0.000e+00j 4.232e+01+0.000e+00j
0.56101+0.00000j -2.621e-02+0.000e+00j 0.000e+00+0.000e+00j -3.275e-01-7.864e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.227e+01+0.000e+00j
0.57052+0.00000j -6.651e-03-6.651e-03j 0.000e+00+0.000e+00j -1.796e-01-4.656e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.226e+01+0.000e+00j
0.58002+0.00000j -1.262e-04-1.262e-04j 0.000e+00+0.000e+00j -3.407e-03-8.832e-04j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.226e+01+0.000e+00j
0.58953+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.226e+01+0.000e+00j
0.59904+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.226e+01+0.000e+00j
0.60855+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.226e+01+0.000e+00j
0.61806+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.226e+01+0.000e+00j
0.62757+0.00000j -6.422e-03-6.422e-03j 0.000e+00+0.000e+00j -2.055e-01-5.138e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.226e+01+0.000e+00j
0.63708+0.00000j -1.295e-02-1.295e-02j 0.000e+00+0.000e+00j -4.143e-01-1.036e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.494e+01+0.000e+00j 3.660e+01+0.000e+00j 4.227e+01+0.000e+00j
