# Raman tensor in 10^(-30) Cm^2/V
# mode: 28   phonon freq: 1359.49438
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
0.00000+0.00000j 0.000e+00+0.000e+00j -0.000e+00-0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
0.00951+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+02+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.708e+02+0.000e+00j 3.010e+02+0.000e+00j
0.01902+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+02+2.610e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.708e+02+0.000e+00j 3.010e+02+0.000e+00j
0.02852+0.00000j 2.490e+00+2.111e-03j 0.000e+00+0.000e+00j 1.220e+02+5.220e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.708e+02+0.000e+00j 3.010e+02+0.000e+00j
0.03803+0.00000j 2.490e+00+1.311e-02j 0.000e+00+0.000e+00j 1.220e+02+5.243e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.708e+02+0.000e+00j 3.010e+02+0.000e+00j
0.04754+0.00000j 2.490e+00+8.885e-03j 0.000e+00+0.000e+00j 1.220e+02+5.654e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.709e+02+0.000e+00j 3.010e+02+0.000e+00j
0.05705+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+02+1.296e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.709e+02+0.000e+00j 3.011e+02+0.000e+00j
0.06656+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+02+2.536e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.709e+02+0.000e+00j 3.011e+02+0.000e+00j
0.07606+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 1.221e+02+2.543e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.709e+02+0.000e+00j 3.011e+02+0.000e+00j
0.08557+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 1.221e+02+2.543e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.709e+02+0.000e+00j 3.011e+02+0.000e+00j
0.09508+0.00000j 3.732e+00+0.000e+00j 0.000e+00+0.000e+00j 1.233e+02+2.568e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.719e+02+0.000e+00j 3.053e+02+0.000e+00j
0.10459+0.00000j 4.978e+00+0.000e+00j 0.000e+00+0.000e+00j 1.246e+02+2.594e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.728e+02+0.000e+00j 3.095e+02+0.000e+00j
0.11410+0.00000j 3.763e+00+2.621e-02j 0.000e+00+0.000e+00j 1.234e+02+1.378e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.719e+02+0.000e+00j 3.055e+02+0.000e+00j
0.12360+0.00000j 2.517e+00+2.621e-02j 0.000e+00+0.000e+00j 1.222e+02+1.315e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.710e+02+0.000e+00j 3.013e+02+0.000e+00j
0.13311+0.00000j 2.490e+00+0.000e+00j -1.213e+00+0.000e+00j 1.222e+02+1.376e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.720e+02+0.000e+00j 3.004e+02+0.000e+00j
0.14262+0.00000j 2.492e+00+0.000e+00j -2.453e+00+0.000e+00j 1.222e+02+2.647e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.730e+02+0.000e+00j 2.996e+02+0.000e+00j
0.15213+0.00000j 3.732e+00+0.000e+00j -2.490e+00+0.000e+00j 1.234e+02+2.621e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.739e+02+0.000e+00j 3.036e+02+0.000e+00j
0.16164+0.00000j 4.971e+00+0.000e+00j -2.490e+00+0.000e+00j 1.246e+02+2.595e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.748e+02+0.000e+00j 3.076e+02+0.000e+00j
0.17114+0.00000j 3.776e+00+0.000e+00j -2.490e+00+0.000e+00j 1.247e+02+2.620e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.757e+02+0.000e+00j 3.068e+02+0.000e+00j
0.18065+0.00000j 2.537e+00+0.000e+00j -2.490e+00+0.000e+00j 1.248e+02+2.647e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.766e+02+0.000e+00j 3.059e+02+0.000e+00j
0.19016+0.00000j 2.490e+00+3.932e-02j -2.490e+00+0.000e+00j 1.248e+02+2.687e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.766e+02+0.000e+00j 3.058e+02+0.000e+00j
0.19967+0.00000j 2.490e+00+3.932e-02j -2.490e+00+0.000e+00j 1.248e+02+2.687e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.766e+02+0.000e+00j 3.058e+02+0.000e+00j
0.20918+0.00000j 2.536e+00+0.000e+00j -1.249e+00+0.000e+00j 1.249e+02+2.673e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.759e+02+0.000e+00j 3.072e+02+0.000e+00j
0.21869+0.00000j 2.542e+00+0.000e+00j -2.996e-03+0.000e+00j 1.250e+02+2.699e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.750e+02+0.000e+00j 3.083e+02+0.000e+00j
0.22819+0.00000j 2.536e+00+0.000e+00j 0.000e+00+0.000e+00j 1.249e+02+3.911e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.750e+02+0.000e+00j 3.083e+02+0.000e+00j
0.23770+0.00000j 2.530e+00+0.000e+00j 0.000e+00+0.000e+00j 1.249e+02+5.124e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.750e+02+0.000e+00j 3.082e+02+0.000e+00j
0.24721+0.00000j 2.490e+00+4.556e-02j 0.000e+00+0.000e+00j 1.250e+02+3.976e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.751e+02+0.000e+00j 3.083e+02+0.000e+00j
0.25672+0.00000j 2.490e+00+5.209e-02j 0.000e+00+0.000e+00j 1.250e+02+2.763e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.751e+02+0.000e+00j 3.084e+02+0.000e+00j
0.26623+0.00000j 2.543e+00+0.000e+00j 0.000e+00+0.000e+00j 1.263e+02+3.934e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.769e+02+0.000e+00j 3.116e+02+0.000e+00j
0.27573+0.00000j 2.543e+00+0.000e+00j 0.000e+00+0.000e+00j 1.275e+02+5.180e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.787e+02+0.000e+00j 3.147e+02+0.000e+00j
0.28524+0.00000j 2.549e+00+0.000e+00j 0.000e+00+0.000e+00j 1.277e+02+5.274e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.790e+02+0.000e+00j 3.152e+02+0.000e+00j
0.29475+0.00000j 2.555e+00+0.000e+00j 0.000e+00+0.000e+00j 1.278e+02+5.306e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.791e+02+0.000e+00j 3.154e+02+0.000e+00j
0.30426+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 1.279e+02+4.070e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.792e+02+0.000e+00j 3.154e+02+0.000e+00j
0.31377+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 1.279e+02+2.823e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.791e+02+0.000e+00j 3.153e+02+0.000e+00j
0.32327+0.00000j 2.555e+00+6.519e-02j 0.000e+00+0.000e+00j 1.291e+02+2.816e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.808e+02+0.000e+00j 3.184e+02+0.000e+00j
0.33278+0.00000j 2.555e+00+6.519e-02j 0.000e+00+0.000e+00j 1.303e+02+2.816e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.826e+02+0.000e+00j 3.214e+02+0.000e+00j
0.34229+0.00000j 2.556e+00+0.000e+00j 0.000e+00+0.000e+00j 1.304e+02+2.818e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.827e+02+0.000e+00j 3.217e+02+0.000e+00j
0.35180+0.00000j 2.556e+00+0.000e+00j 0.000e+00+0.000e+00j 1.304e+02+2.818e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.827e+02+0.000e+00j 3.217e+02+0.000e+00j
0.36131+0.00000j 2.562e+00+0.000e+00j 0.000e+00+0.000e+00j 1.318e+02+4.080e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.847e+02+0.000e+00j 3.251e+02+0.000e+00j
0.37081+0.00000j 2.568e+00+0.000e+00j 0.000e+00+0.000e+00j 1.331e+02+5.359e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.867e+02+0.000e+00j 3.285e+02+0.000e+00j
0.38032+0.00000j 2.569e+00+7.864e-02j 0.000e+00+0.000e+00j 1.321e+02+5.374e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.852e+02+0.000e+00j 3.260e+02+0.000e+00j
0.38983+0.00000j 2.569e+00+7.864e-02j 0.000e+00+0.000e+00j 1.308e+02+5.374e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.834e+02+0.000e+00j 3.229e+02+0.000e+00j
0.39934+0.00000j 2.575e+00+0.000e+00j 0.000e+00+0.000e+00j 1.322e+02+5.404e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.853e+02+0.000e+00j 3.262e+02+0.000e+00j
0.40885+0.00000j 2.581e+00+0.000e+00j 0.000e+00+0.000e+00j 1.335e+02+5.437e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.872e+02+0.000e+00j 3.295e+02+0.000e+00j
0.41835+0.00000j 2.576e+00+0.000e+00j 0.000e+00+0.000e+00j 1.335e+02+6.638e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.873e+02+0.000e+00j 3.296e+02+0.000e+00j
0.42786+0.00000j 2.569e+00+0.000e+00j 0.000e+00+0.000e+00j 1.334e+02+7.845e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.872e+02+0.000e+00j 3.295e+02+0.000e+00j
0.43737+0.00000j 2.660e+00+0.000e+00j 0.000e+00+0.000e+00j 1.348e+02+6.752e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.891e+02+0.000e+00j 3.329e+02+0.000e+00j
0.44688+0.00000j 2.673e+00+0.000e+00j 0.000e+00+0.000e+00j 1.362e+02+5.545e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.909e+02+0.000e+00j 3.361e+02+0.000e+00j
0.45639+0.00000j 2.582e+00+9.175e-02j 0.000e+00+0.000e+00j 1.375e+02+5.531e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.929e+02+0.000e+00j 3.393e+02+0.000e+00j
0.46589+0.00000j 2.582e+00+9.175e-02j 0.000e+00+0.000e+00j 1.388e+02+5.531e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.946e+02+0.000e+00j 3.424e+02+0.000e+00j
0.47540+0.00000j 2.588e+00+0.000e+00j -1.134e+00+0.000e+00j 1.391e+02+6.700e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.960e+02+0.000e+00j 3.424e+02+0.000e+00j
0.48491+0.00000j 2.594e+00+0.000e+00j -2.373e+00+0.000e+00j 1.393e+02+7.979e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.972e+02+0.000e+00j 3.419e+02+0.000e+00j
0.49442+0.00000j 2.700e+00+0.000e+00j -1.257e+00+0.000e+00j 1.405e+02+9.333e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.982e+02+0.000e+00j 3.462e+02+0.000e+00j
0.50393+0.00000j 2.700e+00+0.000e+00j -1.065e-02+0.000e+00j 1.417e+02+1.058e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.992e+02+0.000e+00j 3.504e+02+0.000e+00j
0.51343+0.00000j 2.595e+00+1.043e-01j 0.000e+00+1.043e-01j 1.420e+02+9.462e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.994e+02+0.000e+00j 3.507e+02+0.000e+00j
0.52294+0.00000j 2.595e+00+1.043e-01j 0.000e+00+1.043e-01j 1.420e+02+8.222e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.993e+02+0.000e+00j 3.505e+02+0.000e+00j
0.53245+0.00000j 2.601e+00+0.000e+00j 0.000e+00+0.000e+00j 1.433e+02+9.360e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.013e+02+0.000e+00j 3.540e+02+0.000e+00j
0.54196+0.00000j 2.607e+00+0.000e+00j 0.000e+00+0.000e+00j 1.447e+02+1.064e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.034e+02+0.000e+00j 3.577e+02+0.000e+00j
0.55147+0.00000j 2.726e+00+0.000e+00j 0.000e+00+0.000e+00j 1.462e+02+9.560e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.054e+02+0.000e+00j 3.612e+02+0.000e+00j
0.56098+0.00000j 2.726e+00+0.000e+00j 0.000e+00+0.000e+00j 1.475e+02+8.314e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.070e+02+0.000e+00j 3.641e+02+0.000e+00j
0.57048+0.00000j 2.738e+00+1.238e-01j 0.000e+00+0.000e+00j 1.467e+02+8.337e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.058e+02+0.000e+00j 3.621e+02+0.000e+00j
0.57999+0.00000j 2.751e+00+1.303e-01j 0.000e+00+0.000e+00j 1.456e+02+8.383e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.043e+02+0.000e+00j 3.596e+02+0.000e+00j
0.58950+0.00000j 2.621e+00+0.000e+00j 0.000e+00+0.000e+00j 1.481e+02+9.619e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.080e+02+0.000e+00j 3.657e+02+0.000e+00j
0.59901+0.00000j 2.621e+00+0.000e+00j 0.000e+00+0.000e+00j 1.506e+02+1.087e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.117e+02+0.000e+00j 3.720e+02+0.000e+00j
0.60852+0.00000j 2.751e+00+0.000e+00j 0.000e+00+0.000e+00j 1.508e+02+1.087e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.120e+02+0.000e+00j 3.727e+02+0.000e+00j
0.61802+0.00000j 2.751e+00+0.000e+00j 0.000e+00+0.000e+00j 1.508e+02+1.087e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.120e+02+0.000e+00j 3.727e+02+0.000e+00j
0.62753+0.00000j 2.752e+00+1.311e-01j 0.000e+00+0.000e+00j 1.522e+02+1.101e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.139e+02+0.000e+00j 3.761e+02+0.000e+00j
0.63704+0.00000j 2.752e+00+1.311e-01j 0.000e+00+0.000e+00j 1.535e+02+1.101e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.157e+02+0.000e+00j 3.792e+02+0.000e+00j
0.64655+0.00000j 2.764e+00+0.000e+00j -1.087e+00+0.000e+00j 1.552e+02+1.228e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.190e+02+0.000e+00j 3.826e+02+0.000e+00j
