# Raman tensor in 10^(-30) Cm^2/V
# mode: 31   phonon freq: 1322.617514
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
0.00000+0.00000j 0.000e+00+0.000e+00j -0.000e+00-0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
0.00951+0.00000j -7.471e+00+0.000e+00j 2.490e+00+0.000e+00j -9.463e+01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.309e+02+0.000e+00j 2.365e+02+0.000e+00j
0.01901+0.00000j -7.471e+00+0.000e+00j 2.490e+00+0.000e+00j -9.338e+01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.291e+02+0.000e+00j 2.334e+02+0.000e+00j
0.02852+0.00000j -7.469e+00-9.850e-06j 2.490e+00+0.000e+00j -9.214e+01-3.940e-05j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.274e+02+0.000e+00j 2.304e+02+0.000e+00j
0.03803+0.00000j -6.229e+00-6.534e-03j 2.490e+00+0.000e+00j -9.339e+01-2.613e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.299e+02+0.000e+00j 2.322e+02+0.000e+00j
0.04754+0.00000j -4.990e+00-9.295e-03j 2.490e+00+0.000e+00j -9.464e+01-5.589e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.324e+02+0.000e+00j 2.341e+02+0.000e+00j
0.05704+0.00000j -4.980e+00+0.000e+00j 2.490e+00+0.000e+00j -9.340e+01-1.270e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.307e+02+0.000e+00j 2.311e+02+0.000e+00j
0.06655+0.00000j -4.980e+00+0.000e+00j 2.490e+00+0.000e+00j -9.215e+01-2.483e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.289e+02+0.000e+00j 2.281e+02+0.000e+00j
0.07606+0.00000j -4.980e+00+0.000e+00j 2.490e+00+0.000e+00j -9.338e+01-2.490e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.307e+02+0.000e+00j 2.311e+02+0.000e+00j
0.08556+0.00000j -4.980e+00+0.000e+00j 2.490e+00+0.000e+00j -9.462e+01-2.490e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.324e+02+0.000e+00j 2.342e+02+0.000e+00j
0.09507+0.00000j -4.980e+00+0.000e+00j 2.490e+00+0.000e+00j -9.466e+01-2.516e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.325e+02+0.000e+00j 2.343e+02+0.000e+00j
0.10458+0.00000j -4.980e+00+0.000e+00j 2.490e+00+0.000e+00j -9.468e+01-2.542e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.325e+02+0.000e+00j 2.343e+02+0.000e+00j
0.11409+0.00000j -4.980e+00-1.311e-02j 2.490e+00+0.000e+00j -9.468e+01-1.313e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.325e+02+0.000e+00j 2.343e+02+0.000e+00j
0.12359+0.00000j -4.980e+00-1.311e-02j 2.490e+00+0.000e+00j -9.468e+01-6.735e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.325e+02+0.000e+00j 2.342e+02+0.000e+00j
0.13310+0.00000j -4.994e+00+0.000e+00j 2.490e+00+0.000e+00j -9.469e+01-1.297e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.325e+02+0.000e+00j 2.343e+02+0.000e+00j
0.14261+0.00000j -4.994e+00+0.000e+00j 2.490e+00+0.000e+00j -9.469e+01-2.543e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.325e+02+0.000e+00j 2.344e+02+0.000e+00j
0.15211+0.00000j -4.980e+00+0.000e+00j 2.490e+00+0.000e+00j -9.471e+01-2.542e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.325e+02+0.000e+00j 2.344e+02+0.000e+00j
0.16162+0.00000j -4.980e+00+0.000e+00j 2.490e+00+0.000e+00j -9.471e+01-2.542e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.325e+02+0.000e+00j 2.344e+02+0.000e+00j
0.17113+0.00000j -4.994e+00+0.000e+00j 2.490e+00+0.000e+00j -9.594e+01-2.543e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.343e+02+0.000e+00j 2.374e+02+0.000e+00j
0.18064+0.00000j -4.994e+00+0.000e+00j 2.490e+00+0.000e+00j -9.719e+01-2.543e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.360e+02+0.000e+00j 2.405e+02+0.000e+00j
0.19014+0.00000j -4.980e+00-1.311e-02j 2.490e+00+0.000e+00j -9.722e+01-3.779e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.361e+02+0.000e+00j 2.406e+02+0.000e+00j
0.19965+0.00000j -4.980e+00-1.311e-02j 2.490e+00+0.000e+00j -9.722e+01-5.026e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.362e+02+0.000e+00j 2.408e+02+0.000e+00j
0.20916+0.00000j -5.000e+00+0.000e+00j 2.490e+00+0.000e+00j -9.728e+01-3.839e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.362e+02+0.000e+00j 2.408e+02+0.000e+00j
0.21867+0.00000j -5.007e+00+0.000e+00j 2.490e+00+0.000e+00j -9.733e+01-2.626e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.362e+02+0.000e+00j 2.408e+02+0.000e+00j
0.22817+0.00000j -4.980e+00+0.000e+00j 2.490e+00+0.000e+00j -9.860e+01-3.836e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.381e+02+0.000e+00j 2.440e+02+0.000e+00j
0.23768+0.00000j -4.980e+00+0.000e+00j 2.490e+00+0.000e+00j -9.984e+01-5.082e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.399e+02+0.000e+00j 2.472e+02+0.000e+00j
0.24719+0.00000j -5.007e+00-2.621e-02j 2.490e+00+0.000e+00j -9.987e+01-5.112e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.399e+02+0.000e+00j 2.473e+02+0.000e+00j
0.25669+0.00000j -5.007e+00-2.621e-02j 2.490e+00+0.000e+00j -9.987e+01-5.112e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.399e+02+0.000e+00j 2.473e+02+0.000e+00j
0.26620+0.00000j -6.218e+00+0.000e+00j 2.490e+00+0.000e+00j -1.011e+02-5.085e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.409e+02+0.000e+00j 2.514e+02+0.000e+00j
0.27571+0.00000j -7.458e+00+0.000e+00j 2.490e+00+0.000e+00j -1.023e+02-5.085e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.419e+02+0.000e+00j 2.556e+02+0.000e+00j
0.28522+0.00000j -6.264e+00+0.000e+00j 2.490e+00+0.000e+00j -1.024e+02-5.112e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.428e+02+0.000e+00j 2.546e+02+0.000e+00j
0.29472+0.00000j -5.018e+00+0.000e+00j 2.490e+00+0.000e+00j -1.024e+02-5.112e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.435e+02+0.000e+00j 2.535e+02+0.000e+00j
0.30423+0.00000j -5.007e+00+0.000e+00j 2.490e+00+0.000e+00j -1.036e+02-6.320e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.454e+02+0.000e+00j 2.567e+02+0.000e+00j
0.31374+0.00000j -5.007e+00+0.000e+00j 2.490e+00+0.000e+00j -1.049e+02-7.566e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.472e+02+0.000e+00j 2.599e+02+0.000e+00j
0.32324+0.00000j -5.013e+00-3.255e-02j 1.253e+00+0.000e+00j -1.038e+02-7.633e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.448e+02+0.000e+00j 2.583e+02+0.000e+00j
0.33275+0.00000j -5.020e+00-3.908e-02j 7.338e-03+0.000e+00j -1.027e+02-7.666e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.422e+02+0.000e+00j 2.565e+02+0.000e+00j
0.34226+0.00000j -5.020e+00+0.000e+00j 0.000e+00+0.000e+00j -1.039e+02-7.667e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.439e+02+0.000e+00j 2.595e+02+0.000e+00j
0.35177+0.00000j -5.020e+00+0.000e+00j 0.000e+00+0.000e+00j -1.051e+02-7.667e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.457e+02+0.000e+00j 2.626e+02+0.000e+00j
0.36127+0.00000j -5.013e+00+0.000e+00j 0.000e+00+0.000e+00j -1.063e+02-7.635e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.473e+02+0.000e+00j 2.654e+02+0.000e+00j
0.37078+0.00000j -5.007e+00+0.000e+00j 0.000e+00+0.000e+00j -1.075e+02-7.602e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.489e+02+0.000e+00j 2.682e+02+0.000e+00j
0.38029+0.00000j -5.013e+00-3.251e-02j 0.000e+00+0.000e+00j -1.076e+02-7.633e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.491e+02+0.000e+00j 2.686e+02+0.000e+00j
0.38979+0.00000j -5.020e+00-3.904e-02j 0.000e+00+0.000e+00j -1.077e+02-7.666e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.493e+02+0.000e+00j 2.688e+02+0.000e+00j
0.39930+0.00000j -5.020e+00+0.000e+00j 0.000e+00+0.000e+00j -1.090e+02-8.899e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.512e+02+0.000e+00j 2.722e+02+0.000e+00j
0.40881+0.00000j -5.020e+00+0.000e+00j 0.000e+00+0.000e+00j -1.102e+02-1.014e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.531e+02+0.000e+00j 2.755e+02+0.000e+00j
0.41832+0.00000j -5.020e+00+0.000e+00j 1.194e+00+0.000e+00j -1.115e+02-8.964e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.557e+02+0.000e+00j 2.774e+02+0.000e+00j
0.42782+0.00000j -5.020e+00+0.000e+00j 2.440e+00+0.000e+00j -1.128e+02-7.718e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.583e+02+0.000e+00j 2.792e+02+0.000e+00j
0.43733+0.00000j -5.026e+00+0.000e+00j 2.490e+00+0.000e+00j -1.129e+02-8.934e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.587e+02+0.000e+00j 2.798e+02+0.000e+00j
0.44684+0.00000j -5.033e+00+0.000e+00j 2.490e+00+0.000e+00j -1.131e+02-1.021e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.590e+02+0.000e+00j 2.804e+02+0.000e+00j
0.45634+0.00000j -6.257e+00-4.595e-02j 2.490e+00+0.000e+00j -1.142e+02-1.024e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.599e+02+0.000e+00j 2.843e+02+0.000e+00j
0.46585+0.00000j -7.490e+00-3.943e-02j 2.490e+00+0.000e+00j -1.153e+02-1.020e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.607e+02+0.000e+00j 2.881e+02+0.000e+00j
0.47536+0.00000j -6.324e+00+0.000e+00j 2.490e+00+0.000e+00j -1.166e+02-1.020e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.632e+02+0.000e+00j 2.902e+02+0.000e+00j
0.48487+0.00000j -5.078e+00+0.000e+00j 2.490e+00+0.000e+00j -1.178e+02-1.020e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.657e+02+0.000e+00j 2.921e+02+0.000e+00j
0.49437+0.00000j -5.026e+00+0.000e+00j 2.490e+00+0.000e+00j -1.181e+02-1.023e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.661e+02+0.000e+00j 2.926e+02+0.000e+00j
0.50388+0.00000j -5.033e+00+0.000e+00j 2.490e+00+0.000e+00j -1.182e+02-1.027e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.663e+02+0.000e+00j 2.930e+02+0.000e+00j
0.51339+0.00000j -6.262e+00-5.243e-02j 2.490e+00-5.243e-02j -1.207e+02-1.150e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.692e+02+0.000e+00j 3.004e+02+0.000e+00j
0.52289+0.00000j -7.508e+00-5.243e-02j 2.490e+00-5.243e-02j -1.232e+02-1.275e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.721e+02+0.000e+00j 3.079e+02+0.000e+00j
0.53240+0.00000j -6.344e+00+0.000e+00j 2.490e+00+0.000e+00j -1.233e+02-1.277e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.730e+02+0.000e+00j 3.072e+02+0.000e+00j
0.54191+0.00000j -5.098e+00+0.000e+00j 2.490e+00+0.000e+00j -1.233e+02-1.277e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.738e+02+0.000e+00j 3.061e+02+0.000e+00j
0.55142+0.00000j -6.259e+00+0.000e+00j 1.263e+00+0.000e+00j -1.258e+02-1.282e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.755e+02+0.000e+00j 3.141e+02+0.000e+00j
0.56092+0.00000j -7.499e+00+0.000e+00j 2.396e-02+0.000e+00j -1.283e+02-1.282e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.773e+02+0.000e+00j 3.223e+02+0.000e+00j
0.57043+0.00000j -6.354e+00-5.243e-02j 0.000e+00+0.000e+00j -1.296e+02-1.399e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.801e+02+0.000e+00j 3.249e+02+0.000e+00j
0.57994+0.00000j -5.108e+00-5.243e-02j 0.000e+00+0.000e+00j -1.309e+02-1.523e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.829e+02+0.000e+00j 3.271e+02+0.000e+00j
0.58944+0.00000j -5.085e+00+0.000e+00j 0.000e+00+0.000e+00j -1.310e+02-1.653e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.833e+02+0.000e+00j 3.278e+02+0.000e+00j
0.59895+0.00000j -5.085e+00+0.000e+00j 0.000e+00+0.000e+00j -1.310e+02-1.778e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.835e+02+0.000e+00j 3.282e+02+0.000e+00j
0.60846+0.00000j -6.265e+00+0.000e+00j 1.167e+00+0.000e+00j -1.336e+02-1.790e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.873e+02+0.000e+00j 3.347e+02+0.000e+00j
0.61797+0.00000j -7.517e+00+0.000e+00j 2.407e+00+0.000e+00j -1.363e+02-1.795e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.913e+02+0.000e+00j 3.414e+02+0.000e+00j
0.62747+0.00000j -6.374e+00-6.553e-02j 2.490e+00+0.000e+00j -1.377e+02-1.912e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.942e+02+0.000e+00j 3.441e+02+0.000e+00j
0.63698+0.00000j -5.128e+00-6.553e-02j 2.490e+00+0.000e+00j -1.390e+02-2.036e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.970e+02+0.000e+00j 3.464e+02+0.000e+00j
0.64649+0.00000j -5.112e+00+0.000e+00j 2.490e+00+0.000e+00j -1.404e+02-2.045e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.990e+02+0.000e+00j 3.497e+02+0.000e+00j
0.65600+0.00000j -5.112e+00+0.000e+00j 2.490e+00+0.000e+00j -1.416e+02-2.045e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.007e+02+0.000e+00j 3.528e+02+0.000e+00j
0.66550+0.00000j -5.111e+00+0.000e+00j 2.490e+00+0.000e+00j -1.441e+02-2.167e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.044e+02+0.000e+00j 3.591e+02+0.000e+00j
0.67501+0.00000j -5.111e+00+0.000e+00j 2.490e+00+0.000e+00j -1.465e+02-2.291e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.081e+02+0.000e+00j 3.656e+02+0.000e+00j
0.68452+0.00000j -5.112e+00-6.553e-02j 2.490e+00+0.000e+00j -1.480e+02-2.300e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.102e+02+0.000e+00j 3.692e+02+0.000e+00j
0.69402+0.00000j -5.112e+00-6.553e-02j 2.490e+00+0.000e+00j -1.493e+02-2.300e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.119e+02+0.000e+00j 3.722e+02+0.000e+00j
0.70353+0.00000j -5.112e+00+0.000e+00j 2.490e+00+0.000e+00j -1.518e+02-2.300e+01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.155e+02+0.000e+00j 3.784e+02+0.000e+00j
