# Raman tensor in 10^(-30) Cm^2/V
# mode: 87   phonon freq: 269.544951
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
5.05822+0.00000j -1.966e+00+1.259e+00j 1.049e-01+2.621e-02j -1.847e-01+2.018e+00j 0.000e+00+0.000e+00j 0.000e+00+1.992e+01j 0.000e+00+0.000e+00j 4.894e+01+0.000e+00j 5.695e+01+0.000e+00j
5.06773+0.00000j -1.966e+00+2.506e+00j 1.049e-01+2.621e-02j -1.431e+00+2.018e+00j 0.000e+00+0.000e+00j 0.000e+00+1.992e+01j 0.000e+00+0.000e+00j 4.898e+01+0.000e+00j 5.747e+01+0.000e+00j
5.07723+0.00000j -1.523e+00+8.095e-01j 9.516e-02+6.344e-02j -9.677e-01+2.078e+00j 0.000e+00+0.000e+00j 0.000e+00+1.780e+01j 0.000e+00+0.000e+00j 4.371e+01+0.000e+00j 5.095e+01+0.000e+00j
5.08674+0.00000j -1.836e+00-5.606e-01j 1.147e-01+7.649e-02j -6.545e-01+1.993e+00j 0.000e+00+0.000e+00j 0.000e+00+1.531e+01j 0.000e+00+0.000e+00j 3.772e+01+0.000e+00j 4.386e+01+0.000e+00j
5.09625+0.00000j -1.591e+00-9.437e-01j 7.864e-02+7.864e-02j -9.175e-02+1.371e+00j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.678e+01+0.000e+00j 4.258e+01+0.000e+00j
5.10576+0.00000j -2.837e+00-9.437e-01j 7.864e-02+7.864e-02j -9.175e-02+1.247e-01j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.685e+01+0.000e+00j 4.289e+01+0.000e+00j
5.11526+0.00000j -7.396e-01-1.966e-01j 1.180e-01-1.004e+00j 3.015e-01+6.684e-01j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.668e+01+0.000e+00j 4.237e+01+0.000e+00j
5.12477+0.00000j 5.065e-01-1.966e-01j 1.180e-01-2.250e+00j 3.015e-01+6.684e-01j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.679e+01+0.000e+00j 4.263e+01+0.000e+00j
5.13428+0.00000j 1.043e+00+1.043e+00j 3.364e-02-1.378e+00j 6.662e-02+1.447e+00j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.682e+01+0.000e+00j 4.261e+01+0.000e+00j
5.14379+0.00000j 8.407e-01+8.407e-01j 2.712e-02-1.449e-01j -4.292e-01+1.166e+00j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.667e+01+0.000e+00j 4.249e+01+0.000e+00j
5.15330+0.00000j -4.965e-01+8.141e-01j 5.243e-02+5.243e-02j -5.767e-01+8.141e-01j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.662e+01+0.000e+00j 4.244e+01+0.000e+00j
5.16280+0.00000j -1.743e+00-4.320e-01j 5.243e-02+5.243e-02j -5.767e-01-4.320e-01j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.667e+01+0.000e+00j 4.257e+01+0.000e+00j
5.17231+0.00000j -1.795e+00+8.706e-01j 6.341e-02+3.171e-02j 4.240e-01+7.754e-01j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.673e+01+0.000e+00j 4.259e+01+0.000e+00j
5.18182+0.00000j -6.275e-01+1.562e+00j 7.646e-02+3.823e-02j 2.049e+00+1.447e+00j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.682e+01+0.000e+00j 4.296e+01+0.000e+00j
5.19133+0.00000j -1.439e+00+2.228e+00j 7.864e-02+3.932e-02j 1.258e+00+2.739e+00j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.692e+01+0.000e+00j 4.360e+01+0.000e+00j
5.20084+0.00000j -1.929e-01+2.228e+00j 7.864e-02+3.932e-02j 1.258e+00+2.739e+00j 0.000e+00+0.000e+00j 0.000e+00+1.494e+01j 0.000e+00+0.000e+00j 3.682e+01+0.000e+00j 4.353e+01+0.000e+00j
5.21034+0.00000j -2.267e+00+2.757e+00j 7.864e-02+3.932e-02j -1.394e+00+3.683e+00j 0.000e+00+0.000e+00j 0.000e+00+1.706e+01j 0.000e+00+0.000e+00j 4.215e+01+0.000e+00j 5.051e+01+0.000e+00j
5.21985+0.00000j -2.267e+00+4.003e+00j 7.864e-02+3.932e-02j -2.640e+00+3.683e+00j 0.000e+00+0.000e+00j 0.000e+00+1.955e+01j 0.000e+00+0.000e+00j 4.833e+01+0.000e+00j 5.824e+01+0.000e+00j
5.22936+0.00000j -3.164e+00+2.154e+00j 6.731e-02+6.731e-02j -3.535e+00+3.164e+00j 0.000e+00+0.000e+00j 0.000e+00+1.992e+01j 0.000e+00+0.000e+00j 4.919e+01+0.000e+00j 5.890e+01+0.000e+00j
5.23887+0.00000j -2.068e+00+1.736e+00j 5.427e-02+5.427e-02j -1.884e+00+2.068e+00j 0.000e+00+0.000e+00j 0.000e+00+1.992e+01j 0.000e+00+0.000e+00j 4.895e+01+0.000e+00j 5.741e+01+0.000e+00j
5.24838+0.00000j -2.490e+00+1.071e+00j 5.243e-02+5.243e-02j -3.250e+00+1.625e+00j 0.000e+00+0.000e+00j -2.115e+00+1.992e+01j 0.000e+00+0.000e+00j 4.929e+01+0.000e+00j 5.808e+01+0.000e+00j
5.25788+0.00000j -2.490e+00+2.317e+00j 5.243e-02+5.243e-02j -3.250e+00+1.625e+00j 0.000e+00+0.000e+00j -4.607e+00+1.992e+01j 0.000e+00+0.000e+00j 5.035e+01+0.000e+00j 5.950e+01+0.000e+00j
5.26739+0.00000j -3.183e+00+3.986e-01j 6.338e-02+6.338e-02j -4.790e+00+2.385e+00j 0.000e+00+0.000e+00j -4.980e+00+1.992e+01j 0.000e+00+0.000e+00j 5.076e+01+0.000e+00j 6.059e+01+0.000e+00j
5.27690+0.00000j -4.350e+00-3.201e-02j 7.643e-02+7.643e-02j -4.751e+00+4.414e+00j 0.000e+00+0.000e+00j -4.980e+00+1.992e+01j 0.000e+00+0.000e+00j 5.111e+01+0.000e+00j 6.181e+01+0.000e+00j
5.28641+0.00000j -2.975e+00-1.114e+00j 3.932e-02+7.864e-02j -6.475e+00+2.281e+00j 0.000e+00+0.000e+00j -7.090e+00+1.992e+01j 0.000e+00+3.932e-02j 5.258e+01+0.000e+00j 6.314e+01+0.000e+00j
5.29592+0.00000j -2.975e+00+1.320e-01j 3.932e-02+7.864e-02j -6.475e+00+2.281e+00j 0.000e+00+0.000e+00j -9.583e+00+1.992e+01j 0.000e+00+3.932e-02j 5.482e+01+0.000e+00j 6.575e+01+0.000e+00j
5.30542+0.00000j -1.811e+00-1.719e+00j 3.932e-02+1.180e-01j -7.104e+00-7.864e-01j 0.000e+00+0.000e+00j -9.961e+00+1.992e+01j -1.077e+00+0.000e+00j 5.542e+01+0.000e+00j 6.615e+01+0.000e+00j
5.31493+0.00000j -3.057e+00-2.965e+00j 3.932e-02+1.180e-01j -7.104e+00-7.864e-01j 0.000e+00+0.000e+00j -9.961e+00+1.992e+01j -2.323e+00+0.000e+00j 5.569e+01+0.000e+00j 6.723e+01+0.000e+00j
5.32444+0.00000j -8.418e-01-1.184e+00j 0.000e+00-1.006e+00j -6.159e+00-2.227e+00j 0.000e+00+0.000e+00j -1.207e+01+1.781e+01j -1.451e+00+0.000e+00j 5.348e+01+0.000e+00j 6.357e+01+0.000e+00j
5.33395+0.00000j -6.787e-01+9.753e-01j 0.000e+00-2.259e+00j -5.931e+00-3.476e-01j 0.000e+00+0.000e+00j -1.456e+01+1.532e+01j -2.046e-01+0.000e+00j 5.254e+01+0.000e+00j 6.192e+01+0.000e+00j
5.34345+0.00000j -4.661e-01+3.027e-01j 3.167e-02-1.391e+00j -4.664e+00-2.545e+00j 0.000e+00+0.000e+00j -1.494e+01+1.494e+01j 0.000e+00+0.000e+00j 5.226e+01+0.000e+00j 6.142e+01+0.000e+00j
5.35296+0.00000j -1.588e+00-1.687e+00j 3.819e-02-1.381e-01j -4.599e+00-3.582e+00j 0.000e+00+0.000e+00j -1.494e+01+1.494e+01j 0.000e+00+0.000e+00j 5.225e+01+0.000e+00j 6.216e+01+0.000e+00j
5.36247+0.00000j -1.869e+00-5.374e-01j 0.000e+00+3.932e-02j -3.298e+00-4.068e+00j 0.000e+00+0.000e+00j -1.494e+01+1.284e+01j 0.000e+00+0.000e+00j 4.873e+01+0.000e+00j 5.766e+01+0.000e+00j
5.37198+0.00000j -3.116e+00-5.374e-01j 0.000e+00+3.932e-02j -4.544e+00-2.822e+00j 0.000e+00+0.000e+00j -1.494e+01+1.035e+01j 0.000e+00+0.000e+00j 4.504e+01+0.000e+00j 5.419e+01+0.000e+00j
5.38149+0.00000j -2.139e+00+9.568e-01j 3.932e-02+3.932e-02j -3.352e+00-3.001e+00j 0.000e+00+0.000e+00j -1.494e+01+9.961e+00j 0.000e+00-3.932e-02j 4.448e+01+0.000e+00j 5.244e+01+0.000e+00j
5.39099+0.00000j -8.930e-01+9.568e-01j 3.932e-02+3.932e-02j -4.599e+00-3.001e+00j 0.000e+00+0.000e+00j -1.494e+01+9.961e+00j 0.000e+00-3.932e-02j 4.468e+01+0.000e+00j 5.268e+01+0.000e+00j
5.40050+0.00000j -1.378e+00+1.119e+00j 3.370e-02+6.739e-02j -1.658e+00-2.558e+00j 0.000e+00+0.000e+00j -1.284e+01+7.858e+00j 0.000e+00+0.000e+00j 3.723e+01+0.000e+00j 4.341e+01+0.000e+00j
5.41001+0.00000j -1.594e+00-6.235e-02j 2.717e-02+5.434e-02j -3.724e-01-2.545e+00j 0.000e+00+0.000e+00j -1.035e+01+5.372e+00j 0.000e+00+0.000e+00j 2.887e+01+0.000e+00j 3.384e+01+0.000e+00j
5.41952+0.00000j -2.176e+00+1.573e-01j 2.621e-02-1.011e+00j 8.388e-01-1.966e+00j 0.000e+00+0.000e+00j -9.961e+00+4.980e+00j 0.000e+00+0.000e+00j 2.767e+01+0.000e+00j 3.245e+01+0.000e+00j
5.42903+0.00000j -2.176e+00+1.573e-01j 2.621e-02-2.257e+00j 8.388e-01-1.966e+00j 0.000e+00+0.000e+00j -9.961e+00+4.980e+00j 0.000e+00+0.000e+00j 2.773e+01+0.000e+00j 3.296e+01+0.000e+00j
5.43853+0.00000j -2.775e+00+2.849e-01j 3.165e-02-1.362e+00j 7.707e-01-2.036e+00j 0.000e+00+0.000e+00j -9.961e+00+4.980e+00j 0.000e+00+0.000e+00j 2.782e+01+0.000e+00j 3.282e+01+0.000e+00j
5.44804+0.00000j -2.834e+00+3.436e-01j 3.818e-02-1.027e-01j -9.700e-02-2.969e+00j 0.000e+00+0.000e+00j -9.961e+00+4.980e+00j 0.000e+00+0.000e+00j 2.792e+01+0.000e+00j 3.304e+01+0.000e+00j
5.45755+0.00000j -3.434e+00-1.028e+00j 0.000e+00+1.180e-01j 3.408e-01-2.110e+00j 0.000e+00+0.000e+00j -7.866e+00+4.980e+00j 0.000e+00+0.000e+00j 2.353e+01+0.000e+00j 2.829e+01+0.000e+00j
5.46706+0.00000j -3.434e+00-2.274e+00j 0.000e+00+1.180e-01j 3.408e-01-2.110e+00j 0.000e+00+0.000e+00j -5.374e+00+4.980e+00j 0.000e+00+0.000e+00j 1.895e+01+0.000e+00j 2.390e+01+0.000e+00j
5.47657+0.00000j -3.631e+00-1.932e+00j -7.864e-02+7.864e-02j 6.160e-01-2.236e+00j 0.000e+00+0.000e+00j -4.980e+00+4.980e+00j 0.000e+00+0.000e+00j 1.839e+01+0.000e+00j 2.321e+01+0.000e+00j
5.48607+0.00000j -3.631e+00-6.860e-01j -7.864e-02+7.864e-02j 6.160e-01-3.482e+00j 0.000e+00+0.000e+00j -4.980e+00+4.980e+00j 0.000e+00+0.000e+00j 1.870e+01+0.000e+00j 2.354e+01+0.000e+00j
5.49558+0.00000j -2.267e+00-8.091e-01j -6.742e-02+6.742e-02j 2.740e-01-2.495e+00j 0.000e+00+0.000e+00j -4.980e+00+4.980e+00j 0.000e+00+0.000e+00j 1.787e+01+0.000e+00j 2.179e+01+0.000e+00j
5.50509+0.00000j -8.646e-01-6.525e-01j -5.437e-02+5.437e-02j -2.610e-01-2.012e+00j 0.000e+00+0.000e+00j -4.980e+00+4.980e+00j 0.000e+00+0.000e+00j 1.747e+01+0.000e+00j 2.084e+01+0.000e+00j
5.51460+0.00000j -3.146e-01-7.340e-01j -7.864e-02+0.000e+00j -3.670e-01-1.494e+00j 0.000e+00+0.000e+00j -4.980e+00+4.980e+00j 0.000e+00+0.000e+00j 1.735e+01+0.000e+00j 2.049e+01+0.000e+00j
5.52411+0.00000j -3.146e-01-7.340e-01j -7.864e-02+0.000e+00j -3.670e-01-1.494e+00j 0.000e+00+0.000e+00j -4.980e+00+4.980e+00j 0.000e+00+0.000e+00j 1.735e+01+0.000e+00j 2.049e+01+0.000e+00j
5.53361+0.00000j 6.328e-02-7.277e-01j -9.491e-02+9.991e-01j -2.248e-02-3.297e-01j 0.000e+00+0.000e+00j -4.980e+00+4.980e+00j 0.000e+00+0.000e+00j 1.740e+01+0.000e+00j 2.009e+01+0.000e+00j
5.54312+0.00000j 7.632e-02-8.777e-01j -1.145e-01+2.232e+00j 4.864e-01+6.294e-01j 0.000e+00+0.000e+00j -4.980e+00+4.980e+00j 0.000e+00+0.000e+00j 1.768e+01+0.000e+00j 2.076e+01+0.000e+00j
5.55263+0.00000j 4.718e-01-3.146e-01j -7.864e-02+1.308e+00j 4.587e-01+1.676e-01j 0.000e+00+0.000e+00j -2.891e+00+4.980e+00j 0.000e+00+0.000e+00j 1.427e+01+0.000e+00j 1.669e+01+0.000e+00j
5.56214+0.00000j 4.718e-01-3.146e-01j -7.864e-02+6.168e-02j 4.587e-01-1.079e+00j 0.000e+00+0.000e+00j -3.986e-01+4.980e+00j 0.000e+00+0.000e+00j 1.235e+01+0.000e+00j 1.454e+01+0.000e+00j
5.57165+0.00000j -5.160e-01+5.898e-01j 0.000e+00-1.573e-01j 3.408e-01-8.650e-01j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.237e+01+0.000e+00j 1.431e+01+0.000e+00j
5.58115+0.00000j -1.762e+00+5.898e-01j 0.000e+00-1.573e-01j 3.408e-01-8.650e-01j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.264e+01+0.000e+00j 1.484e+01+0.000e+00j
5.59066+0.00000j -1.394e+00+2.523e-01j 3.372e-02-1.349e-01j -2.307e-01-5.059e-01j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.238e+01+0.000e+00j 1.460e+01+0.000e+00j
5.60017+0.00000j -1.604e-01-1.242e+00j 2.720e-02-1.088e-01j -6.678e-01-4.080e-01j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.232e+01+0.000e+00j 1.465e+01+0.000e+00j
5.60968+0.00000j -7.587e-01-6.567e-01j 9.484e-02-1.265e-01j -5.302e-01-2.529e-01j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.227e+01+0.000e+00j 1.446e+01+0.000e+00j
5.61918+0.00000j -9.153e-01-2.783e-01j 1.144e-01-1.525e-01j -1.257e-01-3.051e-01j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.227e+01+0.000e+00j 1.433e+01+0.000e+00j
5.62869+0.00000j -2.281e+00+6.553e-02j 1.573e-01-1.180e-01j -2.097e-01-7.864e-02j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.262e+01+0.000e+00j 1.518e+01+0.000e+00j
5.63820+0.00000j -2.281e+00+6.553e-02j 1.573e-01-1.180e-01j -2.097e-01-7.864e-02j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.262e+01+0.000e+00j 1.518e+01+0.000e+00j
5.64771+0.00000j -2.792e+00+7.734e-01j 1.966e-01-3.932e-02j -4.063e-01+3.932e-02j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.285e+01+0.000e+00j 1.588e+01+0.000e+00j
5.65722+0.00000j -1.545e+00+2.020e+00j 1.966e-01-3.932e-02j -4.063e-01+3.932e-02j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.272e+01+0.000e+00j 1.547e+01+0.000e+00j
5.66672+0.00000j -2.700e+00+1.551e-01j 2.359e-01-3.932e-02j -5.243e-01+1.573e-01j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.276e+01+0.000e+00j 1.572e+01+0.000e+00j
5.67623+0.00000j -2.700e+00-1.091e+00j 2.359e-01-3.932e-02j -5.243e-01+1.573e-01j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.286e+01+0.000e+00j 1.592e+01+0.000e+00j
5.68574+0.00000j -2.773e+00-1.767e+00j 1.687e-01+0.000e+00j -9.045e-01-7.904e-01j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.292e+01+0.000e+00j 1.689e+01+0.000e+00j
5.69525+0.00000j -1.755e+00-4.625e-01j 1.361e-01+0.000e+00j -1.211e+00-2.082e+00j 0.000e+00+0.000e+00j 0.000e+00+4.980e+00j 0.000e+00+0.000e+00j 1.272e+01+0.000e+00j 1.624e+01+0.000e+00j
5.70476+0.00000j -3.652e+00-7.779e-01j 1.896e-01+6.320e-02j -4.506e-02-1.119e+00j 0.000e+00+0.000e+00j 2.078e+00+4.980e+00j 0.000e+00+0.000e+00j 1.431e+01+0.000e+00j 1.804e+01+0.000e+00j
5.71426+0.00000j -5.949e+00+8.987e-02j 2.287e-01+7.625e-02j 1.488e+00+1.920e-01j 0.000e+00+0.000e+00j 4.564e+00+4.980e+00j 0.000e+00+0.000e+00j 1.921e+01+0.000e+00j 2.349e+01+0.000e+00j
5.72377+0.00000j -4.802e+00-2.617e+00j 1.966e-01+1.180e-01j 1.691e+00+5.898e-01j 0.000e+00+0.000e+00j 4.980e+00+4.980e+00j 3.932e-02+0.000e+00j 1.962e+01+0.000e+00j 2.353e+01+0.000e+00j
5.73328+0.00000j -3.556e+00-3.863e+00j 1.966e-01+1.180e-01j 1.691e+00+5.898e-01j 0.000e+00+0.000e+00j 4.980e+00+4.980e+00j 3.932e-02+0.000e+00j 1.943e+01+0.000e+00j 2.336e+01+0.000e+00j
5.74279+0.00000j -2.228e+00-4.485e+00j 1.573e-01+1.573e-01j 1.573e+00-2.726e-01j 0.000e+00+0.000e+00j 4.980e+00+4.980e+00j 0.000e+00+0.000e+00j 1.895e+01+0.000e+00j 2.346e+01+0.000e+00j
5.75230+0.00000j -2.228e+00-3.239e+00j 1.573e-01+1.573e-01j 1.573e+00-1.519e+00j 0.000e+00+0.000e+00j 4.980e+00+4.980e+00j 0.000e+00+0.000e+00j 1.836e+01+0.000e+00j 2.282e+01+0.000e+00j
5.76180+0.00000j -7.733e-01-3.919e+00j 1.573e-01+1.966e-01j 3.544e-01-1.507e+00j 0.000e+00+0.000e+00j 4.980e+00+7.063e+00j -1.061e+00+0.000e+00j 2.197e+01+0.000e+00j 2.711e+01+0.000e+00j
5.77131+0.00000j -7.733e-01-3.919e+00j 1.573e-01+1.966e-01j -8.917e-01-1.507e+00j 0.000e+00+0.000e+00j 4.980e+00+9.556e+00j -2.307e+00+0.000e+00j 2.750e+01+0.000e+00j 3.327e+01+0.000e+00j
5.78082+0.00000j -2.884e-01-4.237e+00j 7.823e-02+1.956e-01j -1.356e+00-1.356e+00j 0.000e+00+0.000e+00j 4.980e+00+9.961e+00j -1.472e+00+0.000e+00j 2.812e+01+0.000e+00j 3.406e+01+0.000e+00j
5.79033+0.00000j -1.528e+00-4.237e+00j 7.823e-02+1.956e-01j -1.356e+00-1.356e+00j 0.000e+00+0.000e+00j 4.980e+00+9.961e+00j -2.321e-01+0.000e+00j 2.792e+01+0.000e+00j 3.410e+01+0.000e+00j
5.79984+0.00000j -3.539e-01-4.194e+00j 3.932e-02+1.966e-01j -1.586e+00-2.192e-01j 0.000e+00+0.000e+00j 7.045e+00+9.961e+00j 0.000e+00+0.000e+00j 3.054e+01+0.000e+00j 3.626e+01+0.000e+00j
5.80934+0.00000j -3.539e-01-4.194e+00j 3.932e-02+1.966e-01j -1.586e+00+1.027e+00j 0.000e+00+0.000e+00j 9.538e+00+9.961e+00j 0.000e+00+0.000e+00j 3.454e+01+0.000e+00j 4.039e+01+0.000e+00j
5.81885+0.00000j 8.650e-01-3.801e+00j 0.000e+00+1.966e-01j -8.069e-01+2.827e-01j 0.000e+00+0.000e+00j 9.961e+00+9.961e+00j 0.000e+00+0.000e+00j 3.504e+01+0.000e+00j 4.091e+01+0.000e+00j
5.82836+0.00000j 8.650e-01-3.801e+00j 0.000e+00+1.966e-01j 4.392e-01-9.635e-01j 0.000e+00+0.000e+00j 9.961e+00+9.961e+00j 0.000e+00+0.000e+00j 3.489e+01+0.000e+00j 4.121e+01+0.000e+00j
5.83787+0.00000j 1.769e+00-3.172e+00j -7.864e-02+1.966e-01j -5.845e-01-9.709e-02j 0.000e+00+0.000e+00j 9.961e+00+1.203e+01j 0.000e+00+0.000e+00j 3.866e+01+0.000e+00j 4.503e+01+0.000e+00j
5.84738+0.00000j 1.769e+00-3.172e+00j -7.864e-02+1.966e-01j -1.831e+00+1.149e+00j 0.000e+00+0.000e+00j 9.961e+00+1.453e+01j 0.000e+00+0.000e+00j 4.372e+01+0.000e+00j 5.060e+01+0.000e+00j
5.85688+0.00000j 1.419e+00-2.425e+00j -7.864e-02+1.180e-01j -1.235e+00+1.455e+00j 0.000e+00+0.000e+00j 9.961e+00+1.494e+01j 0.000e+00+0.000e+00j 4.437e+01+0.000e+00j 5.126e+01+0.000e+00j
5.86639+0.00000j 1.726e-01-2.425e+00j -7.864e-02+1.180e-01j 1.088e-02+1.455e+00j 0.000e+00+0.000e+00j 9.961e+00+1.494e+01j 0.000e+00+0.000e+00j 4.425e+01+0.000e+00j 5.112e+01+0.000e+00j
5.87590+0.00000j 3.651e-01-1.656e+00j -1.173e-01+7.823e-02j -1.133e+00+1.565e+00j 0.000e+00+0.000e+00j 9.961e+00+1.701e+01j 0.000e+00+0.000e+00j 4.849e+01+0.000e+00j 5.601e+01+0.000e+00j
5.88541+0.00000j 3.651e-01-1.656e+00j -1.173e-01+7.823e-02j -2.373e+00+1.565e+00j 0.000e+00+0.000e+00j 9.961e+00+1.949e+01j 0.000e+00+0.000e+00j 5.388e+01+0.000e+00j 6.234e+01+0.000e+00j
5.89491+0.00000j 6.553e-01-9.699e-01j -7.864e-02+3.932e-02j -2.031e+00+1.691e+00j 0.000e+00+0.000e+00j 9.961e+00+2.198e+01j 0.000e+00+0.000e+00j 5.930e+01+0.000e+00j 6.854e+01+0.000e+00j
5.90442+0.00000j 6.553e-01-9.699e-01j -7.864e-02+3.932e-02j -7.845e-01+1.691e+00j 0.000e+00+0.000e+00j 9.961e+00+2.447e+01j 0.000e+00+0.000e+00j 6.483e+01+0.000e+00j 7.487e+01+0.000e+00j
5.91393+0.00000j 7.340e-01-3.015e-01j -7.864e-02-3.932e-02j -1.140e+00+5.999e-01j 0.000e+00+0.000e+00j 7.897e+00+2.697e+01j 0.000e+00+0.000e+00j 6.888e+01+0.000e+00j 7.954e+01+0.000e+00j
5.92344+0.00000j 7.340e-01-3.015e-01j -7.864e-02-3.932e-02j -1.140e+00-6.462e-01j 0.000e+00+0.000e+00j 5.405e+00+2.946e+01j 0.000e+00+0.000e+00j 7.340e+01+0.000e+00j 8.478e+01+0.000e+00j
5.93295+0.00000j 1.788e+00+2.490e-01j -3.932e-02+0.000e+00j -1.848e+00-1.391e-01j 0.000e+00+0.000e+00j 4.980e+00+2.988e+01j 0.000e+00+0.000e+00j 7.434e+01+0.000e+00j 8.584e+01+0.000e+00j
5.94245+0.00000j 3.034e+00+2.490e-01j -3.932e-02+0.000e+00j -1.848e+00+1.107e+00j 0.000e+00+0.000e+00j 4.980e+00+2.988e+01j 0.000e+00+0.000e+00j 7.447e+01+0.000e+00j 8.605e+01+0.000e+00j
5.95196+0.00000j 2.129e+00-2.955e-01j -3.932e-02-3.932e-02j -2.438e+00+6.684e-01j 0.000e+00+0.000e+00j 2.909e+00+3.195e+01j 0.000e+00+0.000e+00j 7.881e+01+0.000e+00j 9.100e+01+0.000e+00j
5.96147+0.00000j 8.831e-01-1.542e+00j -3.932e-02-3.932e-02j -2.438e+00+6.684e-01j 0.000e+00+0.000e+00j 4.162e-01+3.445e+01j 0.000e+00+0.000e+00j 8.453e+01+0.000e+00j 9.767e+01+0.000e+00j
5.97098+0.00000j 5.606e-01-2.386e-01j 0.000e+00-3.911e-02j -1.725e+00-2.347e-01j 0.000e+00+0.000e+00j -2.065e+00+3.486e+01j 0.000e+00+0.000e+00j 8.560e+01+0.000e+00j 9.887e+01+0.000e+00j
5.98049+0.00000j 5.606e-01+1.001e+00j 0.000e+00-3.911e-02j -4.853e-01-2.347e-01j 0.000e+00+0.000e+00j -4.545e+00+3.486e+01j 0.000e+00+0.000e+00j 8.614e+01+0.000e+00j 9.948e+01+0.000e+00j
5.98999+0.00000j 1.466e+00+5.785e-01j 0.000e+00-3.932e-02j -1.230e+00-1.219e+00j 0.000e+00+0.000e+00j -7.035e+00+3.486e+01j 0.000e+00+0.000e+00j 8.721e+01+0.000e+00j 1.007e+02+0.000e+00j
5.99950+0.00000j 2.712e+00-6.676e-01j 0.000e+00-3.932e-02j -2.476e+00-1.219e+00j 0.000e+00+0.000e+00j -9.527e+00+3.486e+01j 0.000e+00+0.000e+00j 8.877e+01+0.000e+00j 1.026e+02+0.000e+00j
6.00901+0.00000j 2.752e+00-5.505e-01j 3.932e-02-3.932e-02j -2.241e+00-2.123e+00j 0.000e+00+0.000e+00j -1.202e+01+3.281e+01j 0.000e+00+0.000e+00j 8.584e+01+0.000e+00j 9.925e+01+0.000e+00j
6.01852+0.00000j 2.752e+00-5.505e-01j 3.932e-02-3.932e-02j -2.241e+00-2.123e+00j 0.000e+00+0.000e+00j -1.451e+01+3.031e+01j 0.000e+00+0.000e+00j 8.259e+01+0.000e+00j 9.550e+01+0.000e+00j
6.02803+0.00000j 1.466e+00-1.966e-01j 3.932e-02+0.000e+00j -1.494e+00-1.702e+00j 0.000e+00+0.000e+00j -1.700e+01+2.988e+01j 0.000e+00+0.000e+00j 8.433e+01+0.000e+00j 9.743e+01+0.000e+00j
6.03753+0.00000j 2.194e-01-1.966e-01j 3.932e-02+0.000e+00j -1.494e+00-4.554e-01j 0.000e+00+0.000e+00j -1.950e+01+2.988e+01j 0.000e+00+0.000e+00j 8.743e+01+0.000e+00j 1.010e+02+0.000e+00j
6.04704+0.00000j -2.608e-01+3.911e-02j 7.823e-02+0.000e+00j -6.649e-01-5.215e-01j 0.000e+00+0.000e+00j -1.992e+01+2.783e+01j -1.008e+00+0.000e+00j 8.387e+01+0.000e+00j 9.687e+01+0.000e+00j
6.05655+0.00000j -2.608e-01+3.911e-02j 7.823e-02+0.000e+00j -6.649e-01-5.215e-01j 0.000e+00+0.000e+00j -1.992e+01+2.535e+01j -2.248e+00+0.000e+00j 7.917e+01+0.000e+00j 9.144e+01+0.000e+00j
