# Raman tensor in 10^(-30) Cm^2/V
# mode: 87   phonon freq: 269.544951
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
20.23287+0.00000j 5.243e-01-3.932e-01j -4.536e-01+1.906e+00j 2.621e-01-4.536e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.520e+00+0.000e+00j 4.542e+00+0.000e+00j
20.24238+0.00000j 5.243e-01-3.932e-01j -1.700e+00+6.594e-01j 2.621e-01-1.700e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.153e+00+0.000e+00j 5.712e+00+0.000e+00j
20.25188+0.00000j 5.243e-01-2.621e-01j -1.904e+00+4.557e-01j 1.311e-01-1.904e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.355e+00+0.000e+00j 6.342e+00+0.000e+00j
20.26139+0.00000j 5.243e-01-2.621e-01j -6.574e-01+1.702e+00j 1.311e-01-6.574e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.428e+00+0.000e+00j 4.208e+00+0.000e+00j
20.27090+0.00000j 5.215e-01-1.304e-01j -4.553e-01+2.360e+00j 1.304e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.638e+00+0.000e+00j 5.861e+00+0.000e+00j
20.28041+0.00000j 5.215e-01-1.304e-01j -1.695e+00+2.360e+00j 1.304e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.493e+00+0.000e+00j 6.864e+00+0.000e+00j
20.28992+0.00000j 5.243e-01-1.311e-01j -1.912e+00+1.781e+00j -4.467e-01-5.778e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.296e+00+0.000e+00j 6.298e+00+0.000e+00j
20.29942+0.00000j 5.243e-01-1.311e-01j -6.663e-01+5.352e-01j -1.693e+00-1.824e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.033e+00+0.000e+00j 6.295e+00+0.000e+00j
20.30893+0.00000j 3.932e-01+0.000e+00j 1.311e-01-1.311e-01j -2.490e+00-2.621e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.324e+00+0.000e+00j 8.714e+00+0.000e+00j
20.31844+0.00000j 3.932e-01+0.000e+00j 1.311e-01-1.311e-01j -2.490e+00-2.621e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.324e+00+0.000e+00j 8.714e+00+0.000e+00j
20.32795+0.00000j 2.621e-01+0.000e+00j 1.311e-01-1.311e-01j -1.908e+00-2.170e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.216e+00+0.000e+00j 7.001e+00+0.000e+00j
20.33746+0.00000j 2.621e-01+0.000e+00j 1.311e-01-1.311e-01j -6.622e-01-9.243e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.732e+00+0.000e+00j 2.821e+00+0.000e+00j
20.34696+0.00000j 2.669e-01+0.000e+00j -3.171e-01-2.669e-01j 1.334e-01-8.509e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.303e+00+0.000e+00j 2.540e+00+0.000e+00j
20.35647+0.00000j 2.799e-01+0.000e+00j -1.550e+00-2.799e-01j 1.400e-01-2.110e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.756e+00+0.000e+00j 6.489e+00+0.000e+00j
20.36598+0.00000j 1.411e-01+0.000e+00j -1.766e+00-1.411e-01j -3.008e-01-2.772e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.540e+00+0.000e+00j 8.255e+00+0.000e+00j
20.37549+0.00000j 1.346e-01+0.000e+00j -5.330e-01-1.346e-01j -1.553e+00-2.759e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.343e+00+0.000e+00j 8.109e+00+0.000e+00j
20.38500+0.00000j 0.000e+00-1.311e-01j 2.621e-01-1.311e-01j -1.784e+00-2.883e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.753e+00+0.000e+00j 8.416e+00+0.000e+00j
20.39450+0.00000j 0.000e+00-1.311e-01j 2.621e-01-1.311e-01j -5.380e-01-2.883e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.019e+00+0.000e+00j 7.401e+00+0.000e+00j
20.40401+0.00000j 0.000e+00-2.621e-01j 2.621e-01-1.311e-01j -1.839e-01-3.330e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.467e+00+0.000e+00j 8.534e+00+0.000e+00j
20.41352+0.00000j 0.000e+00-2.621e-01j 2.621e-01-1.311e-01j -1.430e+00-4.576e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.584e+00+0.000e+00j 1.203e+01+0.000e+00j
20.42303+0.00000j 0.000e+00-3.932e-01j 2.621e-01+0.000e+00j -2.228e+00-4.794e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 7.331e+00+0.000e+00j 1.320e+01+0.000e+00j
20.43254+0.00000j 0.000e+00-3.932e-01j 2.621e-01+0.000e+00j -2.228e+00-3.548e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.825e+00+0.000e+00j 1.048e+01+0.000e+00j
20.44204+0.00000j 1.334e-01-4.003e-01j 1.334e-01+0.000e+00j -1.509e+00-3.338e+00j 0.000e+00+0.000e+00j 0.000e+00-4.479e-01j 0.000e+00+0.000e+00j 5.151e+00+0.000e+00j 9.333e+00+0.000e+00j
20.45155+0.00000j 1.399e-01-4.198e-01j 1.399e-01+0.000e+00j -2.430e-01-4.598e+00j 0.000e+00+0.000e+00j 0.000e+00-1.687e+00j 0.000e+00+0.000e+00j 7.493e+00+0.000e+00j 1.260e+01+0.000e+00j
20.46106+0.00000j 1.411e-01-5.645e-01j 2.822e-01-1.411e-01j -1.584e-02-5.263e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 9.264e+00+0.000e+00j 1.529e+01+0.000e+00j
20.47057+0.00000j 1.346e-01-5.384e-01j 2.692e-01-1.346e-01j -1.282e+00-5.250e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 9.495e+00+0.000e+00j 1.548e+01+0.000e+00j
20.48007+0.00000j 3.932e-01-3.932e-01j 1.311e-01+0.000e+00j -1.525e+00-5.243e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 9.739e+00+0.000e+00j 1.535e+01+0.000e+00j
20.48958+0.00000j 3.932e-01-3.932e-01j 1.311e-01+0.000e+00j -2.786e-01-5.243e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 9.437e+00+0.000e+00j 1.499e+01+0.000e+00j
20.49909+0.00000j 3.932e-01-5.243e-01j 1.311e-01+0.000e+00j 5.243e-01-5.112e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 9.214e+00+0.000e+00j 1.492e+01+0.000e+00j
20.50860+0.00000j 3.932e-01-5.243e-01j 1.311e-01+0.000e+00j 5.243e-01-5.112e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 9.214e+00+0.000e+00j 1.492e+01+0.000e+00j
20.51811+0.00000j 3.932e-01-3.932e-01j -4.454e-01-1.311e-01j 1.101e+00-5.112e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 9.378e+00+0.000e+00j 1.506e+01+0.000e+00j
20.52761+0.00000j 3.932e-01-3.932e-01j -1.692e+00-1.311e-01j 2.347e+00-5.112e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 1.043e+01+0.000e+00j 1.596e+01+0.000e+00j
20.53712+0.00000j 5.336e-01-2.668e-01j -1.912e+00+0.000e+00j 3.024e+00-4.980e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 1.099e+01+0.000e+00j 1.618e+01+0.000e+00j
20.54663+0.00000j 5.597e-01-2.799e-01j -6.655e-01+0.000e+00j 3.050e+00-4.980e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 1.028e+01+0.000e+00j 1.619e+01+0.000e+00j
20.55614+0.00000j -1.308e-02-2.823e-01j 1.411e-01-1.411e-01j 3.055e+00-4.544e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 9.628e+00+0.000e+00j 1.548e+01+0.000e+00j
20.56565+0.00000j -1.279e+00-2.692e-01j 1.346e-01-1.346e-01j 3.029e+00-3.298e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 9.238e+00+0.000e+00j 1.309e+01+0.000e+00j
20.57515+0.00000j -1.527e+00-2.621e-01j -3.075e-01-1.311e-01j 3.015e+00-2.929e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 9.237e+00+0.000e+00j 1.246e+01+0.000e+00j
20.58466+0.00000j -2.813e-01-2.621e-01j -1.554e+00-1.311e-01j 3.015e+00-4.175e+00j 0.000e+00+0.000e+00j 0.000e+00-2.490e+00j 0.000e+00+0.000e+00j 1.011e+01+0.000e+00j 1.451e+01+0.000e+00j
20.59417+0.00000j 5.243e-01-1.311e-01j -1.787e+00-2.621e-01j 3.455e+00-4.409e+00j 0.000e+00+0.000e+00j 0.000e+00-2.050e+00j 0.000e+00+0.000e+00j 1.011e+01+0.000e+00j 1.513e+01+0.000e+00j
20.60368+0.00000j 5.243e-01-1.311e-01j -5.413e-01-2.621e-01j 4.701e+00-3.163e+00j 0.000e+00+0.000e+00j 0.000e+00-8.035e-01j 0.000e+00+0.000e+00j 8.220e+00+0.000e+00j 1.433e+01+0.000e+00j
20.61319+0.00000j 4.001e-01-1.334e-01j -3.070e-01-1.334e-01j 4.940e+00-2.357e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 7.651e+00+0.000e+00j 1.362e+01+0.000e+00j
20.62269+0.00000j 4.197e-01-1.399e-01j -1.540e+00-1.399e-01j 3.720e+00-2.350e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 7.223e+00+0.000e+00j 1.073e+01+0.000e+00j
20.63220+0.00000j 4.325e-01-1.442e-01j -1.770e+00+4.317e-01j 2.923e+00-2.202e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.677e+00+0.000e+00j 8.946e+00+0.000e+00j
20.64171+0.00000j 4.325e-01-1.442e-01j -5.241e-01+1.678e+00j 2.923e+00-2.202e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.450e+00+0.000e+00j 9.148e+00+0.000e+00j
20.65122+0.00000j 5.646e-01-1.411e-01j 2.823e-01+1.915e+00j 2.773e+00-2.349e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.200e+00+0.000e+00j 9.799e+00+0.000e+00j
20.66073+0.00000j 5.385e-01-1.346e-01j 2.692e-01+6.757e-01j 2.759e+00-2.356e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.098e+00+0.000e+00j 9.383e+00+0.000e+00j
20.67023+0.00000j 3.932e-01-1.311e-01j 2.621e-01-1.311e-01j 2.752e+00-2.228e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.536e+00+0.000e+00j 9.318e+00+0.000e+00j
20.67974+0.00000j 3.932e-01-1.311e-01j 2.621e-01-1.311e-01j 2.752e+00-2.228e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.536e+00+0.000e+00j 9.318e+00+0.000e+00j
20.68925+0.00000j 3.932e-01-1.311e-01j 2.621e-01+0.000e+00j 3.190e+00-2.228e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.079e+00+0.000e+00j 1.011e+01+0.000e+00j
20.69876+0.00000j 3.932e-01-1.311e-01j 2.621e-01+0.000e+00j 4.436e+00-2.228e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.570e+00+0.000e+00j 1.275e+01+0.000e+00j
20.70826+0.00000j 4.001e-01-1.334e-01j 2.667e-01-1.334e-01j 4.543e+00-1.786e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 6.397e+00+0.000e+00j 1.261e+01+0.000e+00j
20.71777+0.00000j 4.197e-01-1.399e-01j 2.798e-01-1.399e-01j 3.303e+00-5.331e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.217e+00+0.000e+00j 8.906e+00+0.000e+00j
20.72728+0.00000j 4.235e-01+0.000e+00j 2.823e-01+0.000e+00j 2.490e+00+1.412e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.034e+00+0.000e+00j 6.811e+00+0.000e+00j
20.73679+0.00000j 4.039e-01+0.000e+00j 2.693e-01+0.000e+00j 2.490e+00+1.346e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.056e+00+0.000e+00j 6.773e+00+0.000e+00j
20.74630+0.00000j 3.932e-01-1.311e-01j 2.621e-01+0.000e+00j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.068e+00+0.000e+00j 6.752e+00+0.000e+00j
20.75580+0.00000j 3.932e-01-1.311e-01j 2.621e-01+0.000e+00j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.068e+00+0.000e+00j 6.752e+00+0.000e+00j
20.76531+0.00000j 5.243e-01+0.000e+00j -3.021e-01+0.000e+00j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.514e+00+0.000e+00j 6.402e+00+0.000e+00j
20.77482+0.00000j 5.243e-01+0.000e+00j -1.548e+00+0.000e+00j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.947e+00+0.000e+00j 6.308e+00+0.000e+00j
20.78433+0.00000j 4.000e-01+0.000e+00j -1.791e+00+1.333e-01j 2.624e+00-1.333e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.416e+00+0.000e+00j 6.647e+00+0.000e+00j
20.79384+0.00000j 4.196e-01+0.000e+00j -5.380e-01+1.399e-01j 2.630e+00-1.399e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.995e+00+0.000e+00j 6.504e+00+0.000e+00j
20.80334+0.00000j 4.325e-01+1.442e-01j -2.800e-01+0.000e+00j 2.490e+00-1.442e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.541e+00+0.000e+00j 6.325e+00+0.000e+00j
20.81285+0.00000j 4.325e-01+1.442e-01j -1.526e+00+0.000e+00j 2.490e+00-1.442e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.932e+00+0.000e+00j 6.240e+00+0.000e+00j
20.82236+0.00000j 4.236e-01-4.262e-01j -1.782e+00+1.412e-01j 2.773e+00-1.412e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.622e+00+0.000e+00j 7.030e+00+0.000e+00j
20.83187+0.00000j 4.040e-01-1.672e+00j -5.485e-01+1.347e-01j 2.760e+00-1.347e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.806e+00+0.000e+00j 7.932e+00+0.000e+00j
20.84138+0.00000j 2.621e-01-1.931e+00j 1.311e-01+0.000e+00j 2.621e+00-1.311e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.332e+00+0.000e+00j 8.336e+00+0.000e+00j
20.85088+0.00000j 2.621e-01-6.847e-01j 1.311e-01+0.000e+00j 2.621e+00-1.311e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.546e+00+0.000e+00j 7.020e+00+0.000e+00j
20.86039+0.00000j 2.621e-01+1.311e-01j 1.311e-01+0.000e+00j 2.752e+00-1.311e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.632e+00+0.000e+00j 7.111e+00+0.000e+00j
20.86990+0.00000j 2.621e-01+1.311e-01j 1.311e-01+0.000e+00j 2.752e+00-1.311e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.632e+00+0.000e+00j 7.111e+00+0.000e+00j
20.87941+0.00000j 2.667e-01+0.000e+00j 1.333e-01+0.000e+00j 2.757e+00-1.333e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.625e+00+0.000e+00j 7.127e+00+0.000e+00j
20.88892+0.00000j 2.797e-01+0.000e+00j 1.399e-01+0.000e+00j 2.770e+00-1.399e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.630e+00+0.000e+00j 7.179e+00+0.000e+00j
20.89842+0.00000j 4.325e-01+0.000e+00j 1.442e-01+1.442e-01j 2.779e+00-1.442e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.557e+00+0.000e+00j 7.375e+00+0.000e+00j
20.90793+0.00000j 4.325e-01+0.000e+00j 1.442e-01+1.442e-01j 2.779e+00-1.442e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.557e+00+0.000e+00j 7.375e+00+0.000e+00j
20.91744+0.00000j 2.824e-01+1.412e-01j 0.000e+00-1.412e-01j 2.773e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.753e+00+0.000e+00j 7.064e+00+0.000e+00j
20.92695+0.00000j 2.694e-01+1.347e-01j 0.000e+00-1.347e-01j 2.760e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.741e+00+0.000e+00j 7.018e+00+0.000e+00j
20.93646+0.00000j 2.621e-01+1.311e-01j 1.311e-01+0.000e+00j 2.752e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.623e+00+0.000e+00j 7.109e+00+0.000e+00j
20.94596+0.00000j 2.621e-01+1.311e-01j 1.311e-01+0.000e+00j 2.752e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.623e+00+0.000e+00j 7.109e+00+0.000e+00j
20.95547+0.00000j 2.621e-01+2.621e-01j 1.311e-01+0.000e+00j 2.752e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.637e+00+0.000e+00j 7.131e+00+0.000e+00j
20.96498+0.00000j 2.621e-01+2.621e-01j 1.311e-01+0.000e+00j 2.752e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.637e+00+0.000e+00j 7.131e+00+0.000e+00j
20.97449+0.00000j 1.333e-01+2.666e-01j 1.333e-01+0.000e+00j 2.757e+00-4.275e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.808e+00+0.000e+00j 7.064e+00+0.000e+00j
20.98399+0.00000j 1.398e-01+2.797e-01j 1.398e-01+0.000e+00j 2.770e+00-1.667e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.526e+00+0.000e+00j 8.045e+00+0.000e+00j
20.99350+0.00000j 1.442e-01+2.883e-01j -2.746e-01+0.000e+00j 2.216e+00-1.927e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.402e+00+0.000e+00j 7.020e+00+0.000e+00j
21.00301+0.00000j 1.442e-01+2.883e-01j -1.521e+00+0.000e+00j 9.695e-01-6.812e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.338e+00+0.000e+00j 3.990e+00+0.000e+00j
21.01252+0.00000j -1.412e-01+1.412e-01j -1.787e+00+0.000e+00j 1.412e-01+1.412e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.559e+00+0.000e+00j 4.432e+00+0.000e+00j
21.02203+0.00000j -1.347e-01+1.347e-01j -5.539e-01+0.000e+00j 1.347e-01+1.347e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 8.710e-01+0.000e+00j 1.509e+00+0.000e+00j
21.03153+0.00000j -1.311e-01+1.311e-01j 1.311e-01+0.000e+00j 5.540e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 8.667e-01+0.000e+00j 1.443e+00+0.000e+00j
21.04104+0.00000j -1.311e-01+1.311e-01j 1.311e-01+0.000e+00j 1.800e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.573e+00+0.000e+00j 4.437e+00+0.000e+00j
21.05055+0.00000j -1.333e-01+0.000e+00j 1.333e-01+0.000e+00j 2.067e+00+1.333e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.948e+00+0.000e+00j 5.089e+00+0.000e+00j
21.06006+0.00000j -1.398e-01+0.000e+00j 1.398e-01+0.000e+00j 8.279e-01+1.398e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.236e+00+0.000e+00j 2.094e+00+0.000e+00j
21.06957+0.00000j 0.000e+00-1.442e-01j 1.442e-01+0.000e+00j 5.581e-01-1.442e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 7.384e-01+0.000e+00j 1.627e+00+0.000e+00j
21.07907+0.00000j 0.000e+00-1.442e-01j 1.442e-01+0.000e+00j 1.804e+00-1.442e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.464e+00+0.000e+00j 4.586e+00+0.000e+00j
21.08858+0.00000j -1.442e-01-1.442e-01j 1.442e-01+1.442e-01j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.557e+00+0.000e+00j 6.127e+00+0.000e+00j
21.09809+0.00000j -1.442e-01-1.442e-01j 1.442e-01+1.442e-01j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.557e+00+0.000e+00j 6.127e+00+0.000e+00j
21.10760+0.00000j 0.000e+00-1.412e-01j 1.412e-01+1.412e-01j 2.072e+00-1.412e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.864e+00+0.000e+00j 5.228e+00+0.000e+00j
21.11711+0.00000j 0.000e+00-1.347e-01j 1.347e-01+1.347e-01j 8.260e-01-1.347e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.150e+00+0.000e+00j 2.214e+00+0.000e+00j
21.12661+0.00000j 1.311e-01-1.311e-01j 0.000e+00+0.000e+00j 1.311e-01-1.311e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.621e-01+0.000e+00j 7.414e-01+0.000e+00j
21.13612+0.00000j 1.311e-01-1.311e-01j 0.000e+00+0.000e+00j 1.311e-01-1.311e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.621e-01+0.000e+00j 7.414e-01+0.000e+00j
21.14563+0.00000j 0.000e+00-1.333e-01j 1.333e-01+0.000e+00j 1.333e-01-1.333e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.666e-01+0.000e+00j 7.539e-01+0.000e+00j
21.15514+0.00000j 0.000e+00-1.398e-01j 1.398e-01+0.000e+00j 1.398e-01-1.398e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.796e-01+0.000e+00j 7.908e-01+0.000e+00j
21.16465+0.00000j 0.000e+00-1.442e-01j 0.000e+00+5.554e-01j 1.442e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.275e-01+0.000e+00j 1.334e+00+0.000e+00j
21.17415+0.00000j 0.000e+00-1.442e-01j 0.000e+00+1.802e+00j 1.442e-01+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.663e+00+0.000e+00j 4.323e+00+0.000e+00j
21.18366+0.00000j -1.442e-01-1.442e-01j -5.575e-01+1.933e+00j 1.442e-01-1.442e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.062e+00+0.000e+00j 4.748e+00+0.000e+00j
21.19317+0.00000j -1.442e-01-1.442e-01j -1.804e+00+6.866e-01j 1.442e-01-1.442e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.830e+00+0.000e+00j 4.696e+00+0.000e+00j
21.20268+0.00000j 0.000e+00+2.741e-01j -2.490e+00+0.000e+00j 1.412e-01-5.566e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.771e+00+0.000e+00j 6.134e+00+0.000e+00j
21.21219+0.00000j 0.000e+00+1.527e+00j -2.490e+00+0.000e+00j 1.347e-01-1.796e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.451e+00+0.000e+00j 7.639e+00+0.000e+00j
21.22169+0.00000j -1.311e-01+1.680e+00j -1.942e+00-1.311e-01j 5.485e-01-2.073e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 5.574e+00+0.000e+00j 7.077e+00+0.000e+00j
21.23120+0.00000j -1.311e-01+4.334e-01j -6.956e-01-1.311e-01j 1.795e+00-8.266e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 3.552e+00+0.000e+00j 4.568e+00+0.000e+00j
