# Raman tensor in 10^(-30) Cm^2/V
# mode: 80   phonon freq: 461.930675
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
0.00000+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
0.00951+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.270e+01+0.000e+00j 1.535e+01+0.000e+00j
0.01902+0.00000j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.270e+01+0.000e+00j 1.535e+01+0.000e+00j
0.02852+0.00000j 2.488e+00+0.000e+00j 0.000e+00+0.000e+00j 2.084e-03+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.270e+01+0.000e+00j 1.535e+01+0.000e+00j
0.03803+0.00000j 1.242e+00+0.000e+00j 0.000e+00+0.000e+00j 1.248e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.233e+01+0.000e+00j 1.494e+01+0.000e+00j
0.04754+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.270e+01+0.000e+00j 1.535e+01+0.000e+00j
0.05705+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.270e+01+0.000e+00j 1.535e+01+0.000e+00j
0.06656+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.270e+01+0.000e+00j 1.535e+01+0.000e+00j
0.07606+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.251e+00+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.233e+01+0.000e+00j 1.442e+01+0.000e+00j
0.08557+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 4.769e-03+0.000e+00j 0.000e+00+0.000e+00j -4.980e+00+0.000e+00j 0.000e+00+0.000e+00j 1.220e+01+0.000e+00j 1.409e+01+0.000e+00j
