# Raman tensor in 10^(-30) Cm^2/V
# mode: 7   phonon freq: 3116.019414
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
0.00000+0.00000j 9.944e-01+9.944e-01j -0.000e+00-0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -0.000e+00+0.000e+00j 1.989e+00+0.000e+00j 3.445e+00+0.000e+00j
0.00951+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.01902+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.02852+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.03803+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.04754+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.05705+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.06656+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.07606+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.08557+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.09508+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.10459+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.11409+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.12360+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.13311+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.438e+00+2.608e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.274e+00+0.000e+00j 2.105e+01+0.000e+00j
0.14262+0.00000j -2.489e+00+0.000e+00j 0.000e+00+0.000e+00j -7.404e+00+5.215e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.229e+00+0.000e+00j 2.097e+01+0.000e+00j
0.15213+0.00000j -2.484e+00+0.000e+00j 0.000e+00+0.000e+00j -7.431e+00+2.630e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.267e+00+0.000e+00j 2.103e+01+0.000e+00j
0.16163+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.470e+00+2.030e-04j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.317e+00+0.000e+00j 2.113e+01+0.000e+00j
0.17114+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.18065+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.19016+0.00000j -1.252e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.801e+00+0.000e+00j 1.954e+01+0.000e+00j
0.19967+0.00000j -5.565e-03+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.056e+01+0.000e+00j 1.830e+01+0.000e+00j
0.20917+0.00000j -1.241e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00-1.241e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.962e+00+0.000e+00j 1.976e+01+0.000e+00j
0.21868+0.00000j -2.487e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00-2.487e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.960e+00+0.000e+00j 2.199e+01+0.000e+00j
0.22819+0.00000j -2.484e+00+0.000e+00j 0.000e+00+0.000e+00j -7.412e+00-1.222e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.401e+00+0.000e+00j 2.120e+01+0.000e+00j
0.23770+0.00000j -2.477e+00+0.000e+00j 0.000e+00+0.000e+00j -7.353e+00+5.069e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.165e+00+0.000e+00j 2.084e+01+0.000e+00j
0.24720+0.00000j -2.490e+00+6.590e-03j 0.000e+00+0.000e+00j -7.405e+00-1.205e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.387e+00+0.000e+00j 2.118e+01+0.000e+00j
0.25671+0.00000j -2.490e+00+6.533e-05j 0.000e+00+0.000e+00j -7.470e+00-2.478e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.954e+00+0.000e+00j 2.198e+01+0.000e+00j
0.26622+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00-1.257e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.486e+00+0.000e+00j 2.135e+01+0.000e+00j
0.27573+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00-1.041e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.28524+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.29474+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.30425+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.31376+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.32327+0.00000j -2.490e+00+6.491e-03j 0.000e+00+0.000e+00j -7.380e+00+2.597e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.196e+00+0.000e+00j 2.092e+01+0.000e+00j
0.33278+0.00000j -2.490e+00+1.302e-02j 0.000e+00+0.000e+00j -7.288e+00+5.206e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.075e+00+0.000e+00j 2.070e+01+0.000e+00j
0.34228+0.00000j -2.484e+00+0.000e+00j 0.000e+00+0.000e+00j -7.378e+00+3.302e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.196e+00+0.000e+00j 2.090e+01+0.000e+00j
0.35179+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.470e+00+3.995e-04j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.316e+00+0.000e+00j 2.113e+01+0.000e+00j
0.36130+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00-1.231e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.479e+00+0.000e+00j 2.134e+01+0.000e+00j
0.37081+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00-2.477e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.954e+00+0.000e+00j 2.198e+01+0.000e+00j
0.38032+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00-1.257e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.486e+00+0.000e+00j 2.135e+01+0.000e+00j
0.38982+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00-1.113e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.318e+00+0.000e+00j 2.113e+01+0.000e+00j
0.39933+0.00000j -2.484e+00+0.000e+00j 0.000e+00+0.000e+00j -8.589e+00+3.233e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.083e+01+0.000e+00j 2.377e+01+0.000e+00j
0.40884+0.00000j -2.477e+00+0.000e+00j 0.000e+00+0.000e+00j -9.718e+00+6.495e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.237e+01+0.000e+00j 2.645e+01+0.000e+00j
0.41835+0.00000j -1.253e+00+0.000e+00j 0.000e+00+0.000e+00j -8.611e+00-1.191e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.152e+01+0.000e+00j 2.249e+01+0.000e+00j
0.42785+0.00000j -1.990e-02+0.000e+00j 0.000e+00+0.000e+00j -7.489e+00-2.470e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.114e+01+0.000e+00j 1.933e+01+0.000e+00j
0.43736+0.00000j -1.226e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00-1.264e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.975e+00+0.000e+00j 1.975e+01+0.000e+00j
0.44687+0.00000j -2.472e+00+0.000e+00j 0.000e+00+0.000e+00j -7.471e+00-1.804e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.323e+00+0.000e+00j 2.110e+01+0.000e+00j
0.45638+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -8.699e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.097e+01+0.000e+00j 2.404e+01+0.000e+00j
0.46589+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -9.945e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.268e+01+0.000e+00j 2.701e+01+0.000e+00j
0.47539+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -8.731e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.102e+01+0.000e+00j 2.412e+01+0.000e+00j
0.48490+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.485e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.336e+00+0.000e+00j 2.116e+01+0.000e+00j
0.49441+0.00000j -2.477e+00+0.000e+00j 6.452e-03+0.000e+00j -7.322e+00+3.871e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.130e+00+0.000e+00j 2.076e+01+0.000e+00j
0.50392+0.00000j -2.464e+00+0.000e+00j 1.298e-02+0.000e+00j -7.172e+00+7.786e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 8.941e+00+0.000e+00j 2.038e+01+0.000e+00j
0.51343+0.00000j -2.484e+00+6.644e-03j 0.000e+00+6.644e-03j -8.539e+00+3.987e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.076e+01+0.000e+00j 2.365e+01+0.000e+00j
0.52293+0.00000j -2.490e+00+1.198e-04j 0.000e+00+1.198e-04j -9.935e+00+7.190e-04j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.266e+01+0.000e+00j 2.699e+01+0.000e+00j
0.53244+0.00000j -1.267e+00+0.000e+00j 0.000e+00+0.000e+00j -9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.328e+01+0.000e+00j 2.560e+01+0.000e+00j
0.54195+0.00000j -2.082e-02+0.000e+00j 0.000e+00+0.000e+00j -9.961e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.407e+01+0.000e+00j 2.442e+01+0.000e+00j
0.55146+0.00000j -1.225e+00+0.000e+00j 0.000e+00+0.000e+00j -8.736e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.159e+01+0.000e+00j 2.258e+01+0.000e+00j
0.56096+0.00000j -2.471e+00+0.000e+00j 0.000e+00+0.000e+00j -7.489e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.348e+00+0.000e+00j 2.115e+01+0.000e+00j
0.57047+0.00000j -2.477e+00+6.426e-03j 0.000e+00+0.000e+00j -7.297e+00+4.498e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.090e+00+0.000e+00j 2.070e+01+0.000e+00j
0.57998+0.00000j -2.464e+00+1.295e-02j 0.000e+00+0.000e+00j -7.121e+00+9.065e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 8.859e+00+0.000e+00j 2.027e+01+0.000e+00j
0.58949+0.00000j -2.477e+00+0.000e+00j 0.000e+00+0.000e+00j -7.091e+00+1.049e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 8.816e+00+0.000e+00j 2.022e+01+0.000e+00j
0.59900+0.00000j -2.477e+00+0.000e+00j 0.000e+00+0.000e+00j -7.091e+00+1.049e-01j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 8.816e+00+0.000e+00j 2.022e+01+0.000e+00j
0.60850+0.00000j -2.477e+00+0.000e+00j 0.000e+00+0.000e+00j -7.271e+00+4.661e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.055e+00+0.000e+00j 2.064e+01+0.000e+00j
0.61801+0.00000j -2.490e+00+0.000e+00j 0.000e+00+0.000e+00j -7.467e+00+9.409e-04j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.312e+00+0.000e+00j 2.112e+01+0.000e+00j
