# Raman tensor in 10^(-30) Cm^2/V
# mode: 52   phonon freq: 889.049402
# omega(eV)    xx        yy        zz        xy        yz        xz      perp      back
0.00000+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -0.000e+00-0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j
0.00952+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.490e+00+0.000e+00j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.961e+00+0.000e+00j 2.465e+01+0.000e+00j 2.883e+01+0.000e+00j
0.01903+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.243e+00-2.612e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.961e+00+0.000e+00j 2.446e+01+0.000e+00j 2.834e+01+0.000e+00j
0.02855+0.00000j 0.000e+00-3.958e-03j 0.000e+00+0.000e+00j -3.958e-03-5.215e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.961e+00+0.000e+00j 2.440e+01+0.000e+00j 2.817e+01+0.000e+00j
0.03806+0.00000j 0.000e+00-6.556e-03j 0.000e+00+0.000e+00j -6.556e-03-2.623e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.961e+00+0.000e+00j 2.440e+01+0.000e+00j 2.817e+01+0.000e+00j
0.04758+0.00000j 0.000e+00-2.696e-05j 0.000e+00+0.000e+00j -2.696e-05-1.078e-04j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.961e+00+0.000e+00j 2.440e+01+0.000e+00j 2.817e+01+0.000e+00j
0.05709+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -1.300e-02-2.601e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.961e+00+0.000e+00j 2.440e+01+0.000e+00j 2.817e+01+0.000e+00j
0.06661+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j -2.606e-02-5.213e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.961e+00+0.000e+00j 2.440e+01+0.000e+00j 2.817e+01+0.000e+00j
0.07612+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 1.207e+00-6.553e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.961e+00+0.000e+00j 2.446e+01+0.000e+00j 2.833e+01+0.000e+00j
0.08564+0.00000j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 2.448e+00-6.267e-02j 0.000e+00+0.000e+00j 0.000e+00+0.000e+00j 9.961e+00+0.000e+00j 2.464e+01+0.000e+00j 2.881e+01+0.000e+00j
