  # energy grid [eV]     epsr     epsi
       0.001000       0.001505       0.000001
       0.031029       0.001505       0.000002
       0.061058       0.001506       0.000003
       0.091087       0.001506       0.000004
       0.121116       0.001507       0.000005
       0.151145       0.001508       0.000006
       0.181174       0.001510       0.000006
       0.211203       0.001512       0.000007
       0.241232       0.001514       0.000008
       0.271261       0.001516       0.000009
       0.301290       0.001519       0.000010
       0.331319       0.001521       0.000011
       0.361348       0.001525       0.000012
       0.391377       0.001528       0.000013
       0.421406       0.001532       0.000014
       0.451435       0.001536       0.000015
       0.481464       0.001540       0.000016
       0.511493       0.001545       0.000017
       0.541523       0.001549       0.000018
       0.571552       0.001555       0.000019
       0.601581       0.001560       0.000020
       0.631610       0.001566       0.000021
       0.661639       0.001572       0.000022
       0.691668       0.001578       0.000023
       0.721697       0.001585       0.000024
       0.751726       0.001592       0.000025
       0.781755       0.001600       0.000026
       0.811784       0.001607       0.000028
       0.841813       0.001615       0.000029
       0.871842       0.001624       0.000030
       0.901871       0.001633       0.000031
       0.931900       0.001642       0.000032
       0.961929       0.001652       0.000034
       0.991958       0.001662       0.000035
       1.021987       0.001672       0.000036
       1.052016       0.001683       0.000038
       1.082045       0.001694       0.000039
       1.112074       0.001706       0.000041
       1.142103       0.001718       0.000042
       1.172132       0.001730       0.000044
       1.202161       0.001743       0.000045
       1.232190       0.001757       0.000047
       1.262219       0.001771       0.000049
       1.292248       0.001785       0.000050
       1.322277       0.001800       0.000052
       1.352306       0.001816       0.000054
       1.382335       0.001832       0.000056
       1.412364       0.001849       0.000058
       1.442393       0.001866       0.000060
       1.472422       0.001884       0.000062
       1.502451       0.001902       0.000064
       1.532480       0.001921       0.000066
       1.562510       0.001941       0.000069
       1.592539       0.001962       0.000071
       1.622568       0.001983       0.000074
       1.652597       0.002005       0.000076
       1.682626       0.002028       0.000079
       1.712655       0.002052       0.000082
       1.742684       0.002076       0.000084
       1.772713       0.002101       0.000088
       1.802742       0.002128       0.000091
       1.832771       0.002155       0.000094
       1.862800       0.002183       0.000097
       1.892829       0.002212       0.000101
       1.922858       0.002243       0.000105
       1.952887       0.002274       0.000109
       1.982916       0.002307       0.000113
       2.012945       0.002341       0.000117
       2.042974       0.002376       0.000121
       2.073003       0.002413       0.000126
       2.103032       0.002451       0.000131
       2.133061       0.002490       0.000136
       2.163090       0.002531       0.000141
       2.193119       0.002574       0.000147
       2.223148       0.002618       0.000153
       2.253177       0.002664       0.000159
       2.283206       0.002712       0.000166
       2.313235       0.002763       0.000173
       2.343264       0.002815       0.000181
       2.373293       0.002870       0.000189
       2.403322       0.002927       0.000197
       2.433351       0.002986       0.000206
       2.463380       0.003048       0.000215
       2.493409       0.003113       0.000225
       2.523438       0.003182       0.000236
       2.553467       0.003253       0.000247
       2.583496       0.003328       0.000260
       2.613526       0.003406       0.000273
       2.643555       0.003489       0.000287
       2.673584       0.003576       0.000302
       2.703613       0.003667       0.000318
       2.733642       0.003763       0.000335
       2.763671       0.003865       0.000354
       2.793700       0.003972       0.000374
       2.823729       0.004085       0.000397
       2.853758       0.004205       0.000421
       2.883787       0.004333       0.000447
       2.913816       0.004468       0.000475
       2.943845       0.004611       0.000507
       2.973874       0.004765       0.000541
       3.003903       0.004928       0.000579
       3.033932       0.005103       0.000621
       3.063961       0.005290       0.000668
       3.093990       0.005491       0.000720
       3.124019       0.005708       0.000778
       3.154048       0.005942       0.000844
       3.184077       0.006195       0.000919
       3.214106       0.006469       0.001005
       3.244135       0.006769       0.001104
       3.274164       0.007095       0.001218
       3.304193       0.007454       0.001352
       3.334222       0.007848       0.001512
       3.364251       0.008281       0.001704
       3.394280       0.008759       0.001938
       3.424309       0.009284       0.002227
       3.454338       0.009854       0.002585
       3.484367       0.010470       0.003025
       3.514396       0.011138       0.003568
       3.544425       0.011854       0.004255
       3.574454       0.012577       0.005139
       3.604483       0.013220       0.006237
       3.634513       0.013704       0.007471
       3.664542       0.014090       0.008735
       3.694571       0.014503       0.010095
       3.724600       0.014911       0.011697
       3.754629       0.015225       0.013608
       3.784658       0.015340       0.015943
       3.814687       0.014910       0.018799
       3.844716       0.013416       0.021807
       3.874745       0.011006       0.024048
       3.904774       0.008780       0.025475
       3.934803       0.006750       0.027192
       3.964832       0.003792       0.029116
       3.994861      -0.000129       0.030073
       4.024890      -0.003937       0.029734
       4.054919      -0.007169       0.028922
       4.084948      -0.010529       0.027872
